district,jowar,bajra,maize,barley,small millets,ragi,arhar,moong,masur,urd,peas,khesari,other pulses,gram products,besan,other pulse products
Kupwara,0.693523864,3.595076136,0,0,0,0,0,0.583254758,1.989905242,0,0,0,0,0,0,0
Baramula,0,2.470321694,5.701528306,0,0,0,0,0,0,0,4.90311,0,0,0,0,0
Srinagar,4.333792918,0,0,1.634481359,1.586262524,0.751513199,1.104700463,0,0,1.634481359,0,0,0,0.609966819,1.634481359,0
Badgam,0.682519271,3.538030729,0,0,0,0,0,0.573999876,1.958330124,0,0,0,0,0,0,0
Pulwama,2.597025165,0,0,0.979462863,0.950567729,0.450344243,0.661991691,0,0,0.979462863,0,0,0,0.365522582,0.979462863,0
Anantnag,1.391624217,7.213875783,0,0,0,0,0,1.17035835,3.99294165,0,0,0,0,0,0,0
Leh,0.12029856,0.62360144,0,0,0,0,0,0.101171295,0.345168705,0,0,0,0,0,0,0
Kargil,0.562617478,0,0,0.21219006,0.205930241,0.097562221,0.143413356,0,0,0.21219006,0,0,0,0.079186523,0.21219006,0
Doda,3.422741839,0,0,1.290880261,1.252798002,0.593529898,0.872470043,0,0,1.290880261,0,0,0,0.481739435,1.290880261,0
Udhampur,4.225892246,0,0,1.593786836,1.54676853,0.732802388,1.077196167,0,0,1.593786836,0,0,0,0.594780161,1.593786836,0
Punch,1.891705396,0,0,0.713452919,0.692405344,0.328036341,0.482202972,0,0,0.713452919,0,0,0,0.26625119,0.713452919,0
Rajauri,0,1.441047439,3.325952561,0,0,0,0,0,0,0,2.8602,0,0,0,0,0
Jammu,8.700222136,0,0,3.281271434,3.184470645,1.508685785,2.217720044,0,0,3.281271434,0,0,0,1.224527088,3.281271434,0
Kathua,3.123432262,0,0,1.177996251,1.143244183,0.541627303,0.796174882,0,0,1.177996251,0,0,0,0.439612616,1.177996251,0
Chamba,2.511273349,0,0,0.947121737,0.919180699,0.435474215,0.640133224,0,0,0.947121737,0,0,0,0.353453302,0.947121737,0
Kangra,8.062914227,0,0,3.040912026,2.951202081,1.398171666,2.05526781,0,0,3.040912026,0,0,0,1.134828137,3.040912026,0
Lahul,0.15825084,0,0,0.059683989,0.057923252,0.027441919,0.040338747,0,0,0.059683989,0,0,0,0.022273275,0.059683989,0
Kullu,2.151856629,0,0,0.811568438,0.787626357,0.373148577,0.548516521,0,0,0.811568438,0,0,0,0.302866604,0.811568438,0
Mandi,5.818418506,0,0,2.19440494,2.1296678,1.008958754,1.483137229,0,0,2.19440494,0,0,0,0.818922892,2.19440494,0
Hamirpur,2.585337664,0,0,0.975054946,0.94628985,0.44831754,0.659012502,0,0,0.975054946,0,0,0,0.363877606,0.975054946,0
Una,2.615652118,0,0,0.986487982,0.9573856,0.4535743,0.666739773,0,0,0.986487982,0,0,0,0.368144264,0.986487982,0
Bilaspur,2.081757715,0,0,0.785130772,0.761968629,0.360992883,0.530648039,0,0,0.785130772,0,0,0,0.293000417,0.785130772,0
Solan,0,5.03055,0,0,0,0,0,3.01833,0,0,0,0,0,0,0,0
Sirmaur,0,1.395143715,3.220006285,0,0,0,0,0,0,0,2.76909,0,0,0,0,0
Shimla,0,2.434499559,5.618850441,0,0,0,0,0,0,0,4.83201,0,0,0,0,0
Kinnaur,0,0.270373994,0.624026006,0,0,0,0,0,0,0,0.53664,0,0,0,0,0
Gurdaspur,8.790904616,0,0,3.31547215,3.217662406,1.524410828,2.240835357,0,0,3.31547215,0,0,0,1.237290343,3.31547215,0
Amritsar,8.811983857,0,0,3.323422144,3.225377867,1.528066131,2.246208536,0,0,3.323422144,0,0,0,1.240257175,3.323422144,0
Kapurthala,4.030909262,0,0,1.520249392,1.475400515,0.698990831,1.027494256,0,0,1.520249392,0,0,0,0.56733696,1.520249392,0
Jalandhar,9.76261069,0,0,3.681949159,3.573327977,1.692912174,2.488526968,0,0,3.681949159,0,0,0,1.374054714,3.681949159,0
Hoshiarpur,7.44368542,0,0,2.807371116,2.724550861,1.290792603,1.897424008,0,0,2.807371116,0,0,0,1.047673759,2.807371116,0
Nawanshahr,3.369913294,0,0,1.270956081,1.233461605,0.58436902,0.859003844,0,0,1.270956081,0,0,0,0.474303995,1.270956081,0
Rupnagar,3.298562149,0,0,1.244046138,1.207345533,0.57199618,0.840816163,0,0,1.244046138,0,0,0,0.46426156,1.244046138,0
Fatehgarh,3.078117111,0,0,1.160905732,1.126657852,0.533769306,0.784623876,0,0,1.160905732,0,0,0,0.43323466,1.160905732,0
Ludhiana,11.553328779,0,0,4.357314916,4.228769769,2.003436536,2.944987888,0,0,4.357314916,0,0,0,1.626092279,4.357314916,0
Moga,3.954183953,0,0,1.491312595,1.447317382,0.68568607,1.00793668,0,0,1.491312595,0,0,0,0.55653813,1.491312595,0
Firozpur,9.433899746,0,0,3.557976482,3.453012618,1.635911155,2.404737286,0,0,3.557976482,0,0,0,1.327789751,3.557976482,0
Muktsar,4.164115459,0,0,1.570487844,1.524156882,0.722089816,1.061449027,0,0,1.570487844,0,0,0,0.586085286,1.570487844,0
Faridkot,2.747423466,0,0,1.036185283,1.005616781,0.476424471,0.700328796,0,0,1.036185283,0,0,0,0.386690639,1.036185283,0
Bathinda,6.607690006,0,0,2.492077113,2.418558346,1.145824535,1.684325566,0,0,2.492077113,0,0,0,0.930010208,2.492077113,0
Mansa,3.660039835,0,0,1.380376727,1.339654233,0.634679205,0.932958214,0,0,1.380376727,0,0,0,0.515138332,1.380376727,0
Sangrur,6.359643684,0,0,2.398526937,2.327767994,1.102811385,1.621097606,0,0,2.398526937,0,0,0,0.89509852,2.398526937,0
Patiala,9.765010802,0,0,3.682854356,3.57420647,1.693328372,2.489138766,0,0,3.682854356,0,0,0,1.374392522,3.682854356,0
SJAS Nagar (Mohali),3.057037869,0,0,1.152955738,1.118942391,0.530114002,0.779250696,0,0,1.152955738,0,0,0,0.430267828,1.152955738,0
Barnala,2.817391938,0,0,1.062573753,1.031226764,0.488557545,0.718164028,0,0,1.062573753,0,0,0,0.396538467,1.062573753,0
Tarn Taran,3.330598422,0,0,1.256128555,1.219071506,0.577551517,0.848982332,0,0,1.256128555,0,0,0,0.468770558,1.256128555,0
Chandigarh,2.768685324,0,0,1.04420415,1.013399084,0.480111441,0.705748525,0,0,1.04420415,0,0,0,0.389683174,1.04420415,0
Uttarkashi,0.554903182,2.876496818,0,0,0,0,0,0.466674527,1.592165473,0,0,0,0,0,0,0
Chamoli,2.393120026,0,0,0.902560447,0.875934011,0.414985515,0.610015488,0,0,0.902560447,0,0,0,0.336823618,0.902560447,0
Rudraprayag,1.36527221,0,0,0.514909692,0.499719341,0.236748757,0.348013131,0,0,0.514909692,0,0,0,0.192157485,0.514909692,0
Tehri,0,2.023391427,4.670008573,0,0,0,0,0,0,0,4.01604,0,0,0,0,0
Dehradun,8.120908229,0,0,3.062784349,2.972429148,1.408228274,2.070050704,0,0,3.062784349,0,0,0,1.142990598,3.062784349,0
Garhwal,4.080763755,0,0,1.539051915,1.493648344,0.707635986,1.040202357,0,0,1.539051915,0,0,0,0.574353813,1.539051915,0
Pithoragarh,0.917739421,4.757360579,0,0,0,0,0,0.771820425,2.633239575,0,0,0,0,0,0,0
Bageshwar,0,0.905967511,2.090982489,0,0,0,0,0,0,0,1.79817,0,0,0,0,0
Almora,3.359269321,0,0,1.266941727,1.229565679,0.582523273,0.856290654,0,0,1.266941727,0,0,0,0.472805891,1.266941727,0
Champawat,1.209812804,0,0,0.456278487,0.442817815,0.209790894,0.308385931,0,0,0.456278487,0,0,0,0.170277095,0.456278487,0
Nainital,2.168057382,0,0,0.81767852,0.793556186,0.375957913,0.552646155,0,0,0.81767852,0,0,0,0.305146806,0.81767852,0
Udham,2.091665129,10.842734871,0,0,0,0,0,1.759093956,6.001546044,0,0,0,0,0,0,0
Hardwar,0,4.584734599,10.581615401,0,0,0,0,0,0,0,9.09981,0,0,0,0,0
Nainital(Hills),0,0.745024851,1.719525149,0,0,0,0,0,0,0,1.47873,0,0,0,0,0
Dehradun(Hills),0.398001124,0,0,0.150105331,0.145677073,0.069016472,0.101452015,0,0,0.150105331,0,0,0,0.056017323,0.150105331,0
Panchkula,2.091123369,0,0,0.78866301,0.765396662,0.36261696,0.53303538,0,0,0.78866301,0,0,0,0.294318601,0.78866301,0
Ambala,4.711080035,0,0,1.776774443,1.72435782,0.816937702,1.200872398,0,0,1.776774443,0,0,0,0.663068715,1.776774443,0
Yamunanagar,5.276567211,0,0,1.990046804,1.931338434,0.914997551,1.345017252,0,0,1.990046804,0,0,0,0.742659139,1.990046804,0
Kurukshetra,4.932020748,0,0,1.860101793,1.80522693,0.85525053,1.257191035,0,0,1.860101793,0,0,0,0.69416538,1.860101793,0
Kaithal,4.844990612,0,0,1.82727855,1.773372006,0.840158831,1.235006719,0,0,1.82727855,0,0,0,0.68191618,1.82727855,0
Karnal,7.492235504,0,0,2.825681684,2.742321249,1.299211563,1.909799611,0,0,2.825681684,0,0,0,1.054507021,2.825681684,0
Panipat,5.564476257,0,0,2.098631127,2.03671941,0.964923205,1.418406374,0,0,2.098631127,0,0,0,0.783181372,2.098631127,0
Sonipat,7.56116045,0,0,2.85167659,2.767549279,1.311163682,1.927368845,0,0,2.85167659,0,0,0,1.064207976,2.85167659,0
Jind,5.942285138,0,0,2.241120993,2.175005683,1.030438186,1.514711309,0,0,2.241120993,0,0,0,0.836356705,2.241120993,0
Fatehabad,4.731924483,0,0,1.784635885,1.731987342,0.82055229,1.206185728,0,0,1.784635885,0,0,0,0.666002502,1.784635885,0
Sirsa,6.393767011,0,0,2.411396482,2.340257874,1.108728633,1.629795773,0,0,2.411396482,0,0,0,0.899901264,2.411396482,0
Hisar,9.053769018,0,0,3.414610936,3.313876498,1.569993548,2.307840503,0,0,3.414610936,0,0,0,1.274287626,3.414610936,0
Bhiwani,0,14.9163,0,0,0,0,0,8.94978,0,0,0,0,0,0,0,0
Rohtak,5.089436767,0,0,1.91947093,1.862844618,0.882547685,1.297316983,0,0,1.91947093,0,0,0,0.716321157,1.91947093,0
Jhajjar,4.661277718,0,0,1.757991599,1.706129088,0.808301595,1.188177597,0,0,1.757991599,0,0,0,0.656059206,1.757991599,0
Mahendragarh,5.72270101,0,0,2.158305277,2.094633113,0.9923606,1.458738471,0,0,2.158305277,0,0,0,0.805450975,2.158305277,0
Rewari,4.471460192,0,0,1.686402297,1.636651743,0.775385769,1.13979238,0,0,1.686402297,0,0,0,0.629343026,1.686402297,0
Gurgaon,4.512627324,0,0,1.701928399,1.651719809,0.782524468,1.15028604,0,0,1.701928399,0,0,0,0.635137162,1.701928399,0
Faridabad,8.181406696,0,0,3.085601225,2.994572903,1.418719176,2.085471996,0,0,3.085601225,0,0,0,1.151505555,3.085601225,0
Mewat,4.016039005,0,0,1.514641104,1.469957677,0.696412214,1.02370377,0,0,1.514641104,0,0,0,0.565244021,1.514641104,0
North West Delhi,27.27557324,0,0,10.286928071,9.983453406,4.729795283,6.952648398,0,0,10.286928071,0,0,0,3.83894546,10.286928071,0
North Delhi,0.458003916,0,0,0.172735264,0.167639401,0.07942142,0.116746958,0,0,0.172735264,0,0,0,0.064462515,0.172735264,0
North East Delhi,3.313901993,0,0,1.24983153,1.21296025,0.574656227,0.844726348,0,0,1.24983153,0,0,0,0.466420592,1.24983153,0
East Delhi,0.91759921,0,0,0.346070713,0.33586128,0.159118797,0.233899563,0,0,0.346070713,0,0,0,0.129149011,0.346070713,0
New Delhi,0.93541743,0,0,0.352790819,0.342383137,0.162208615,0.238441496,0,0,0.352790819,0,0,0,0.131656866,0.352790819,0
West Delhi,0.939382832,0,0,0.354286362,0.34383456,0.162896246,0.239452292,0,0,0.354286362,0,0,0,0.132214983,0.354286362,0
South West Delhi,1.355932645,0,0,0.511387294,0.496300857,0.235129204,0.34563244,0,0,0.511387294,0,0,0,0.190842972,0.511387294,0
South Delhi,2.643983871,0,0,0.997173246,0.967755638,0.458487245,0.673961646,0,0,0.997173246,0,0,0,0.372131863,0.997173246,0
Ganganagar,8.746763432,0,0,3.298824391,3.201505772,1.516756405,2.229583599,0,0,3.298824391,0,0,0,1.231077619,3.298824391,0
Hanumangarh,6.706146761,0,0,2.529209881,2.454595661,1.162897697,1.709422571,0,0,2.529209881,0,0,0,0.943867666,2.529209881,0
Bikaner,8.721353554,0,0,3.289241106,3.192205204,1.512350136,2.223106524,0,0,3.289241106,0,0,0,1.227501264,3.289241106,0
Churu,0,18.0967,0,0,0,0,0,10.85802,0,0,0,0,0,0,0,0
Jhunjhunun,9.806151846,0,0,3.698370619,3.589264988,1.700462547,2.499625776,0,0,3.698370619,0,0,0,1.380182986,3.698370619,0
Alwar,0,26.87465,0,0,0,0,0,16.12479,0,0,0,0,0,0,0,0
Bharatpur,0,18.36025,0,0,0,0,0,11.01615,0,0,0,0,0,0,0,0
Dhaulpur,0,9.8941,0,0,0,0,0,5.93646,0,0,0,0,0,0,0,0
Karauli,5.518378461,0,0,2.081245435,2.019846613,0.956929491,1.406655868,0,0,2.081245435,0,0,0,0.776693261,2.081245435,0
Sawai,5.572954913,0,0,2.101828835,2.039822783,0.96639347,1.420567616,0,0,2.101828835,0,0,0,0.784374714,2.101828835,0
Dausa,5.83931513,0,0,2.20228606,2.137316419,1.012582391,1.488463858,0,0,2.20228606,0,0,0,0.821864021,2.20228606,0
Jaipur,0,58.99295,0,0,0,0,0,35.39577,0,0,0,0,0,0,0,0
Sikar,0,21.6426,0,0,0,0,0,12.98556,0,0,0,0,0,0,0,0
Nagaur,0,27.1916,0,0,0,0,0,16.31496,0,0,0,0,0,0,0,0
Jodhpur,0,30.79505,0,0,0,0,0,18.47703,0,0,0,0,0,0,0,0
Jaisalmer,0,5.02295,0,0,0,0,0,3.01377,0,0,0,0,0,0,0,0
Barmer,0,21.22665,0,0,0,0,0,12.73599,0,0,0,0,0,0,0,0
Jalor,0,15.15915,0,0,0,0,0,9.09549,0,0,0,0,0,0,0,0
Sirohi,5.012789723,0,0,1.89056365,1.834790132,0.869256495,1.277779357,0,0,1.89056365,0,0,0,0.705533342,1.89056365,0
Pali,0,17.5475,0,0,0,0,0,10.5285,0,0,0,0,0,0,0,0
Ajmer,0,25.03135,0,0,0,0,0,15.01881,0,0,0,0,0,0,0,0
Tonk,6.581184426,0,0,2.482080586,2.408856726,1.141228262,1.677569192,0,0,2.482080586,0,0,0,0.926279637,2.482080586,0
Bundi,4.910002332,0,0,1.851797591,1.79716771,0.851432366,1.251578456,0,0,1.851797591,0,0,0,0.691066362,1.851797591,0
Bhilwara,0,23.92935,0,0,0,0,0,14.35761,0,0,0,0,0,0,0,0
Rajsamand,5.311186213,0,0,2.003103292,1.944009742,0.921000753,1.353841769,0,0,2.003103292,0,0,0,0.747531647,2.003103292,0
Udaipur,13.264712743,0,0,5.002759966,4.855173545,2.300203746,3.381226234,0,0,5.002759966,0,0,0,1.866963833,5.002759966,0
Dungarpur,6.248168933,0,0,2.356484457,2.286965809,1.083480801,1.592682263,0,0,2.356484457,0,0,0,0.879408823,2.356484457,0
Banswara,8.696621969,0,0,3.279913638,3.183152906,1.508061488,2.216802348,0,0,3.279913638,0,0,0,1.224020376,3.279913638,0
Chittaurgarh,11.445036785,0,0,4.316472807,4.189132542,1.984657866,2.917383842,0,0,4.316472807,0,0,0,1.610850544,4.316472807,0
Kota,7.085103521,0,0,2.672132668,2.593302082,1.228611729,1.806020105,0,0,2.672132668,0,0,0,0.997204559,2.672132668,0
Baran,5.38337218,0,0,2.030328085,1.970431377,0.933518358,1.372242249,0,0,2.030328085,0,0,0,0.75769158,2.030328085,0
Jhalawar,6.265100156,0,0,2.362870034,2.293163005,1.086416806,1.596998097,0,0,2.362870034,0,0,0,0.881791836,2.362870034,0
Saharanpur,13.038397866,0,0,4.917405762,4.772337375,2.260958997,3.323537703,0,0,4.917405762,0,0,0,1.835110773,4.917405762,0
Muzaffarnagar,0,9.968393516,23.007156484,0,0,0,0,0,0,0,19.78533,0,0,0,0,0
Bijnor,0,6.613733626,15.264566374,0,0,0,0,0,0,0,13.12698,0,0,0,0,0
Moradabad,15.885712936,0,0,5.991264964,5.814516656,2.754705444,4.049329252,0,0,5.991264964,0,0,0,2.23586082,5.991264964,0
Rampur,6.500128481,0,0,2.451510498,2.379188487,1.127172535,1.65690772,0,0,2.451510498,0,0,0,0.914871284,2.451510498,0
Jyotiba Phule Nagar,0,2.957971302,6.827028698,0,0,0,0,0,0,0,5.871,0,0,0,0,0
Meerut,16.168352171,0,0,6.097861788,5.917968768,2.803717273,4.121375079,0,0,6.097861788,0,0,0,2.275641345,6.097861788,0
Baghpat,0,2.913367452,6.724082548,0,0,0,0,0,0,0,5.78247,0,0,0,0,0
Ghaziabad,13.372065563,0,0,5.043247868,4.894467013,2.318819556,3.408590881,0,0,5.043247868,0,0,0,1.882073382,5.043247868,0
Gautam Buddha Nagar,4.834059669,0,0,1.823155967,1.769371043,0.838263321,1.23222038,0,0,1.823155967,0,0,0,0.680377687,1.823155967,0
Bulandshahar,13.418919917,0,0,5.060918895,4.911616726,2.326944463,3.420534235,0,0,5.060918895,0,0,0,1.888667975,5.060918895,0
Aligarh,0,33.8898,0,0,0,0,0,20.33388,0,0,0,0,0,0,0,0
Hathras,7.172185833,0,0,2.704975588,2.625176103,1.243712476,1.828217721,0,0,2.704975588,0,0,0,1.009461103,2.704975588,0
Mathura,9.255143604,0,0,3.490558959,3.387583979,1.604913458,2.359171658,0,0,3.490558959,0,0,0,1.302630423,3.490558959,0
Agra,16.507107061,0,0,6.225622519,6.04196043,2.86245999,4.207725002,0,0,6.225622519,0,0,0,2.323319959,6.225622519,0
Firozabad,7.393256987,0,0,2.788352133,2.706092957,1.282047923,1.884569607,0,0,2.788352133,0,0,0,1.040576126,2.788352133,0
Etah,6.229750685,0,0,2.349538051,2.280224329,1.080286934,1.587987381,0,0,2.349538051,0,0,0,0.876816516,2.349538051,0
Mainpuri,4.881279257,0,0,1.84096474,1.78665444,0.846451563,1.244256834,0,0,1.84096474,0,0,0,0.687023685,1.84096474,0
Budaun,12.223742576,0,0,4.610160143,4.474155809,2.119691471,3.11587894,0,0,4.610160143,0,0,0,1.720450773,4.610160143,0
Bareilly,16.361769865,0,0,6.170808886,5.988763853,2.837257397,4.170677992,0,0,6.170808886,0,0,0,2.302864236,6.170808886,0
Pilibhit,2.467276722,12.789823278,0,0,0,0,0,2.074983949,7.079276051,0,0,0,0,0,0,0
Shahjahanpur,11.801218572,0,0,4.450806058,4.319502828,2.046422542,3.008175948,0,0,4.450806058,0,0,0,1.660981937,4.450806058,0
Kheri,0,8.208831364,18.946068636,0,0,0,0,0,0,0,16.29294,0,0,0,0,0
Sitapur,0,10.32744619,23.83585381,0,0,0,0,0,0,0,20.49798,0,0,0,0,0
Hardoi,0,7.73084013,17.84285987,0,0,0,0,0,0,0,15.34422,0,0,0,0,0
Unnao,0,7.440968011,17.173831989,0,0,0,0,0,0,0,14.76888,0,0,0,0,0
Lucknow,15.513617364,0,0,5.850929861,5.678321579,2.690181195,3.954480662,0,0,5.850929861,0,0,0,2.183489616,5.850929861,0
Rae Bareli,0,8.314166581,19.189183419,0,0,0,0,0,0,0,16.50201,0,0,0,0,0
Farrukhabad,5.314395058,0,0,2.004313501,1.945184249,0.921557192,1.354659716,0,0,2.004313501,0,0,0,0.747983282,2.004313501,0
Kannauj,5.588320845,0,0,2.107624066,2.045447048,0.969058041,1.424484451,0,0,2.107624066,0,0,0,0.786537417,2.107624066,0
Etawah,5.422817493,0,0,2.045204807,1.98486922,0.94035848,1.382297011,0,0,2.045204807,0,0,0,0.763243376,2.045204807,0
Auraiya,5.550232117,0,0,2.093258978,2.031505745,0.962453161,1.414775488,0,0,2.093258978,0,0,0,0.781176557,2.093258978,0
Kanpur Dehat,7.791179846,0,0,2.938427947,2.851741384,1.351050823,1.986001673,0,0,2.938427947,0,0,0,1.096582434,2.938427947,0
Kanpur Nagar,0,7.818218935,18.044531065,0,0,0,0,0,0,0,15.51765,0,0,0,0,0
Jalaun,0,4.053675214,9.355924786,0,0,0,0,0,0,0,8.04576,0,0,0,0,0
Jhansi,0,5.013043402,11.570156598,0,0,0,0,0,0,0,9.94992,0,0,0,0,0
Lalitpur,0,3.264137202,7.533662798,0,0,0,0,0,0,0,6.47868,0,0,0,0,0
Hamirpur,5.779990631,0,0,2.179911944,2.115602361,1.002295064,1.473341816,0,0,2.179911944,0,0,0,0.813514297,2.179911944,0
Mahoba,3.937017937,0,0,1.484838466,1.441034247,0.68270935,1.003560996,0,0,1.484838466,0,0,0,0.554122071,1.484838466,0
Banda,0,3.766493534,8.693106466,0,0,0,0,0,0,0,7.47576,0,0,0,0,0
Chitrakoot,2.955424446,0,0,1.114632438,1.081749666,0.512493449,0.753349045,0,0,1.114632438,0,0,0,0.415966079,1.114632438,0
Fatehpur,12.460284015,0,0,4.699371276,4.560735124,2.160709586,3.176174262,0,0,4.699371276,0,0,0,1.753743187,4.699371276,0
Pratapgarh,0,7.051489194,16.274910806,0,0,0,0,0,0,0,13.99584,0,0,0,0,0
Kaushambi,6.675493161,0,0,2.517648937,2.443375776,1.157582126,1.701608851,0,0,2.517648937,0,0,0,0.939553275,2.517648937,0
Allahabad,0,13.106609108,30.250190892,0,0,0,0,0,0,0,26.01408,0,0,0,0,0
Barabanki,0,7.4830628,17.2709872,0,0,0,0,0,0,0,14.85243,0,0,0,0,0
Faizabad,0,3.88269631,8.96130369,0,0,0,0,0,0,0,7.7064,0,0,0,0,0
Ambedkar Nagar,0,4.561140357,10.527159643,0,0,0,0,0,0,0,9.05298,0,0,0,0,0
Sultanpur,0,7.503513158,17.318186842,0,0,0,0,0,0,0,14.89302,0,0,0,0,0
Bahraich,0,3.651983618,8.428816382,0,0,0,0,0,0,0,7.24848,0,0,0,0,0
Shrawasti,0,1.270068536,2.931331464,0,0,0,0,0,0,0,2.52084,0,0,0,0,0
Balrampur,0,3.57477709,8.25062291,0,0,0,0,0,0,0,7.09524,0,0,0,0,0
Gonda,8.96079078,0,0,3.379544378,3.27984444,1.553870402,2.284139993,0,0,3.379544378,0,0,0,1.261201251,3.379544378,0
Siddharthnagar,0,4.156274647,9.592725353,0,0,0,0,0,0,0,8.2494,0,0,0,0,0
Basti,0,4.192444424,9.676205576,0,0,0,0,0,0,0,8.32119,0,0,0,0,0
Sant Kabir Nagar,0,3.638894179,8.398605821,0,0,0,0,0,0,0,7.2225,0,0,0,0,0
Mahrajganj,0,5.153565932,11.894484068,0,0,0,0,0,0,0,10.22883,0,0,0,0,0
Gorakhpur,0,9.919209874,22.893640126,0,0,0,0,0,0,0,19.68771,0,0,0,0,0
Kushinagar,0,6.528365092,15.067534908,0,0,0,0,0,0,0,12.95754,0,0,0,0,0
Deoria,0,6.161966614,14.221883386,0,0,0,0,0,0,0,12.23031,0,0,0,0,0
Azamgarh,0,7.951788646,18.352811354,0,0,0,0,0,0,0,15.78276,0,0,0,0,0
Mau,0,4.394650556,10.142899444,0,0,0,0,0,0,0,8.72253,0,0,0,0,0
Ballia,0,5.060247001,11.679102999,0,0,0,0,0,0,0,10.04361,0,0,0,0,0
Jaunpur,0,9.766278072,22.540671928,0,0,0,0,0,0,0,19.38417,0,0,0,0,0
Ghazipur,0,6.511270225,15.028079775,0,0,0,0,0,0,0,12.92361,0,0,0,0,0
Chandauli,0,3.835764778,8.852985222,0,0,0,0,0,0,0,7.61325,0,0,0,0,0
Varanasi,0,7.877635313,18.181664687,0,0,0,0,0,0,0,15.63558,0,0,0,0,0
Sant Ravidas Nagar,0,2.918642526,6.736257474,0,0,0,0,0,0,0,5.79294,0,0,0,0,0
Mirzapur,0,4.575000651,10.559149349,0,0,0,0,0,0,0,9.08049,0,0,0,0,0
Sonbhadra,0,3.429825916,7.916074084,0,0,0,0,0,0,0,6.80754,0,0,0,0,0
Kashiramnagar,4.773404673,0,0,1.800280056,1.747169994,0.827745276,1.216759188,0,0,1.800280056,0,0,0,0.671840699,1.800280056,0
Pashchim Champaran,3.770904621,19.547545379,0,0,0,0,0,3.171337245,10.819732755,0,0,0,0,0,0,0
Purba Champaran,7.494613201,38.850436799,0,0,0,0,0,6.302982538,21.504047462,0,0,0,0,0,0,0
Sheohar,0,1.734063442,4.002236558,0,0,0,0,0,0,0,3.44178,0,0,0,0,0
Sitamarhi,4.316590142,22.376259858,0,0,0,0,0,3.630259703,12.385450297,0,0,0,0,0,0,0
Madhubani,5.402252704,28.004097296,0,0,0,0,0,4.543303777,15.500506223,0,0,0,0,0,0,0
Supaul,2.582295341,13.386054659,0,0,0,0,0,2.171714805,7.409295195,0,0,0,0,0,0,0
Araria,3.25811968,16.88938032,0,0,0,0,0,2.740084231,9.348415769,0,0,0,0,0,0,0
