district,jowar,bajra,maize,barley,small millets,ragi,arhar,moong,masur,urd,peas,khesari,other pulses,gram products,besan,other pulse products
East Nimar,0,10.73025,0,0,0,0,0,6.43815,0,0,0,0,0,0,0,0
Rajgarh,8.615409495,0,0,3.249284515,3.153427373,1.493978617,2.196100976,0,0,3.249284515,0,0,0,1.212589993,3.249284515,0
Vidisha,4.893801579,0,0,1.845687509,1.791237882,0.84862303,1.247448822,0,0,1.845687509,0,0,0,0.68878616,1.845687509,0
Bhopal,6.252603922,0,0,2.358157104,2.288589111,1.084249862,1.593812759,0,0,2.358157104,0,0,0,0.880033033,2.358157104,0
Sehore,4.140479577,0,0,1.561573618,1.515505635,0.717991171,1.05542415,0,0,1.561573618,0,0,0,0.582758615,1.561573618,0
Raisen,0,3.707107385,8.556042615,0,0,0,0,0,0,0,7.35789,0,0,0,0,0
Betul,2.53103221,13.12031779,0,0,0,0,0,2.128602424,7.262207576,0,0,0,0,0,0,0
Harda,2.17964053,0,0,0.822047081,0.79779587,0.37796652,0.555598744,0,0,0.822047081,0,0,0,0.306777095,0.822047081,0
Hoshangabad,4.932125101,0,0,1.860141149,1.805265125,0.855268625,1.257217635,0,0,1.860141149,0,0,0,0.694180067,1.860141149,0
Katni,0,3.653721823,8.432828177,0,0,0,0,0,0,0,7.25193,0,0,0,0,0
Jabalpur,2.60196777,13.48803223,0,0,0,0,0,2.188259351,7.465740649,0,0,0,0,0,0,0
Narsimhapur,3.946801001,0,0,1.488528129,1.444615061,0.684405809,1.006054737,0,0,1.488528129,0,0,0,0.555499005,1.488528129,0
Dindori,1.084659939,5.622640061,0,0,0,0,0,0.912200867,3.112179133,0,0,0,0,0,0,0
Mandla,1.45932551,7.56482449,0,0,0,0,0,1.227295253,4.187194747,0,0,0,0,0,0,0
Chhindwara,0,5.624332279,12.981017721,0,0,0,0,0,0,0,11.16321,0,0,0,0,0
Seoni,0,4.223369357,9.747580643,0,0,0,0,0,0,0,8.38257,0,0,0,0,0
Balaghat,7.812154735,0,0,2.946338584,2.859418649,1.354688031,1.991348252,0,0,2.946338584,0,0,0,1.09953458,2.946338584,0
Ashoknagar,4.304235021,0,0,1.623333657,1.575443691,0.746387631,1.097166042,0,0,1.623333657,0,0,0,0.605806644,1.623333657,0
Anuppur,1.115902958,5.784597042,0,0,0,0,0,0.938476299,3.201823701,0,0,0,0,0,0,0
Burhanpur,3.474448592,0,0,1.31038136,1.271723799,0.602496249,0.885650293,0,0,1.31038136,0,0,0,0.489016987,1.31038136,0
Alirajpur,0,5.28555,0,0,0,0,0,3.17133,0,0,0,0,0,0,0,0
Singrauli,0,1.810196816,4.177953184,0,0,0,0,0,0,0,3.59289,0,0,0,0,0
Kachchh,0,21.2563,0,0,0,0,0,12.75378,0,0,0,0,0,0,0,0
Banas,0,24.23815,0,0,0,0,0,14.54289,0,0,0,0,0,0,0,0
Patan,0,11.24185,0,0,0,0,0,6.74511,0,0,0,0,0,0,0,0
Mahesana,0,15.94105,0,0,0,0,0,9.56463,0,0,0,0,0,0,0,0
Sabar,9.987360276,0,0,3.766713017,3.655591217,1.73188549,2.545816501,0,0,3.766713017,0,0,0,1.405687464,3.766713017,0
Gandhinagar,5.808635442,0,0,2.190715277,2.126086986,1.007262295,1.480643488,0,0,2.190715277,0,0,0,0.817545958,2.190715277,0
Ahmadabad,29.811239029,0,0,11.243249368,10.911562268,5.169499335,7.598999348,0,0,11.243249368,0,0,0,4.195831916,11.243249368,0
Surendranagar,0,14.88615,0,0,0,0,0,8.93169,0,0,0,0,0,0,0,0
Rajkot,16.750431424,0,0,6.317391818,6.131022442,2.904654316,4.269749317,0,0,6.317391818,0,0,0,2.357567047,6.317391818,0
Jamnagar,8.621279333,0,0,3.251498313,3.155575861,1.494996492,2.197597221,0,0,3.251498313,0,0,0,1.213416153,3.251498313,0
Porbandar,0,4.82945,0,0,0,0,0,2.89767,0,0,0,0,0,0,0,0
Junagadh,11.327874812,0,0,4.272285402,4.146248711,1.964341075,2.887518806,0,0,4.272285402,0,0,0,1.59436039,4.272285402,0
Amreli,6.008914325,0,0,2.266250058,2.199393415,1.041992202,1.531695345,0,0,2.266250058,0,0,0,0.845734539,2.266250058,0
Bhavnagar,13.187178701,0,0,4.973518157,4.826794398,2.286758744,3.361462509,0,0,4.973518157,0,0,0,1.856051177,4.973518157,0
Anand,0,15.8095,0,0,0,0,0,9.4857,0,0,0,0,0,0,0,0
Kheda,7.978127674,0,0,3.008934947,2.920168357,1.383469022,2.033655392,0,0,3.008934947,0,0,0,1.122894714,3.008934947,0
Panch Mahals,0,19.842,0,0,0,0,0,11.9052,0,0,0,0,0,0,0,0
Dohad,7.953396089,0,0,2.999607479,2.911116059,1.379180374,2.027351216,0,0,2.999607479,0,0,0,1.119413826,2.999607479,0
Vadodara,0,37.7775,0,0,0,0,0,22.6665,0,0,0,0,0,0,0,0
Narmada,0,5.6921,0,0,0,0,0,3.41526,0,0,0,0,0,0,0,0
Bharuch,6.157173396,0,0,2.322165671,2.253659462,1.067701471,1.569487151,0,0,2.322165671,0,0,0,0.866601506,2.322165671,0
Surat,24.304287187,0,0,9.166313459,8.895898046,4.214551308,6.195256169,0,0,9.166313459,0,0,0,3.420746913,9.166313459,0
The Dangs,0,0,0,0,0,2.37675,1.42605,0,0,0,0,0,0,0,0,0
Navsari,0,0,0,0,0,15.67125,9.40275,0,0,0,0,0,0,0,0,0
Valsad,0,0,0,0,0,15.36205,9.21723,0,0,0,0,0,0,0,0,0
Diu,0.350416302,0,0,0.13215881,0.128259993,0.060764896,0.089322461,0,0,0.13215881,0,0,0,0.049319919,0.13215881,0
Daman,0.289187366,0,0,0.109066439,0.10584887,0.050147325,0.073714971,0,0,0.109066439,0,0,0,0.040702152,0.109066439,0
Dadra & Nagar Haveli,0,0,0,0,0,2.0019,1.20114,0,0,0,0,0,0,0,0,0
Nandurbar,6.36170465,0,0,2.399304226,2.328522352,1.103168772,1.621622954,0,0,2.399304226,0,0,0,0.895388594,2.399304226,0
Dhule,8.899900991,0,0,3.356579916,3.257557452,1.543311642,2.268618951,0,0,3.356579916,0,0,0,1.252631217,3.356579916,0
Jalgaon,17.249002444,0,0,6.505426884,6.313510286,2.991110386,4.396836985,0,0,6.505426884,0,0,0,2.427739246,6.505426884,0
Buldana,11.67336045,0,0,4.402584622,4.272703973,2.024250955,2.975584422,0,0,4.402584622,0,0,0,1.642986335,4.402584622,0
Akola,7.470712764,0,0,2.817564425,2.734443457,1.295479354,1.904313382,0,0,2.817564425,0,0,0,1.051477767,2.817564425,0
Washim,5.33375248,0,0,2.011614115,1.952269487,0.924913918,1.359593997,0,0,2.011614115,0,0,0,0.750707774,2.011614115,0
Amravati,13.662557338,0,0,5.152806262,5.000793325,2.369193075,3.48263835,0,0,5.152806262,0,0,0,1.922959125,5.152806262,0
Wardha,6.891242328,0,0,2.599018306,2.522344667,1.1949947,1.756604142,0,0,2.599018306,0,0,0,0.969919247,2.599018306,0
Nagpur,22.027233429,0,0,8.307527174,8.062446815,3.819692581,5.614826419,0,0,8.307527174,0,0,0,3.100259233,8.307527174,0
Bhandara,5.469306613,0,0,2.062738085,2.001885249,0.948420053,1.394147266,0,0,2.062738085,0,0,0,0.769786563,2.062738085,0
Gondiya,5.858881258,0,0,2.209665386,2.144478048,1.015975308,1.49345134,0,0,2.209665386,0,0,0,0.824617888,2.209665386,0
Gadchiroli,6.006879447,0,0,2.265482608,2.198648606,1.041639339,1.531176647,0,0,2.265482608,0,0,0,0.845448137,2.265482608,0
Chandrapur,10.852052677,0,0,4.092830032,3.972087454,1.881829837,2.766229915,0,0,4.092830032,0,0,0,1.52739002,4.092830032,0
Yavatmal,12.449222631,0,0,4.695199497,4.556686416,2.158791456,3.173354672,0,0,4.695199497,0,0,0,1.752186335,4.695199497,0
Nanded,0,20.1759,0,0,0,0,0,12.10554,0,0,0,0,0,0,0,0
Hingoli,3.569357355,0,0,1.346176011,1.306462472,0.618954162,0.909842902,0,0,1.346176011,0,0,0,0.502375077,1.346176011,0
Parbhani,4.261137364,0,0,1.607079462,1.559669011,0.738914164,1.086180283,0,0,1.607079462,0,0,0,0.599740793,1.607079462,0
Jalna,6.298727807,0,0,2.375552635,2.305471457,1.092248101,1.605569915,0,0,2.375552635,0,0,0,0.886524815,2.375552635,0
Aurangabad,9.35542653,0,0,3.528380465,3.424289713,1.622303292,2.384734161,0,0,3.528380465,0,0,0,1.316744909,3.528380465,0
Nashik,0,0,0,0,0,47.446,28.4676,0,0,0,0,0,0,0,0,0
Thane,0,0,0,0,0,95.58755,57.35253,0,0,0,0,0,0,0,0,0
Mumbai,58.615500777,0,0,22.106719262,21.454548937,10.164381024,14.941316319,0,0,22.106719262,0,0,0,8.249935157,22.106719262,0
Raigarh,0,0,0,0,0,24.8244,14.89464,0,0,0,0,0,0,0,0,0
Pune,0,88.10215,0,0,0,0,0,52.86129,0,0,0,0,0,0,0,0
Ahmadnagar,0,0,0,0,0,42.06255,25.23753,0,0,0,0,0,0,0,0,0
Bid,10.079425429,0,0,3.801435206,3.689289066,1.747850299,2.569284262,0,0,3.801435206,0,0,0,1.418645326,3.801435206,0
Latur,9.029846166,0,0,3.40558848,3.305120214,1.56584514,2.301742476,0,0,3.40558848,0,0,0,1.270920565,3.40558848,0
Osmanabad,6.706772877,0,0,2.52944602,2.454824833,1.163006271,1.70958217,0,0,2.52944602,0,0,0,0.94395579,2.52944602,0
Solapur,0,36.78235,0,0,0,0,0,22.06941,0,0,0,0,0,0,0,0
Satara,0,0,0,0,0,31.32775,18.79665,0,0,0,0,0,0,0,0,0
Ratnagiri,0,0,0,0,0,19.16075,11.49645,0,0,0,0,0,0,0,0,0
Sindhudurg,4.808467174,0,0,1.813503808,1.760003633,0.833825385,1.225696754,0,0,1.813503808,0,0,0,0.676775629,1.813503808,0
Kolhapur,0,0,0,0,0,33.32295,19.99377,0,0,0,0,0,0,0,0,0
Sangli,13.107844575,0,0,4.94359745,4.797756381,2.273001593,3.341239936,0,0,4.94359745,0,0,0,1.844885164,4.94359745,0
Adilabad,14.01524331,0,0,5.285821074,5.129884066,2.43035155,3.572539359,0,0,5.285821074,0,0,0,1.972598493,5.285821074,0
Nizamabad,13.416858951,0,0,5.060141606,4.910862368,2.326587075,3.420008887,0,0,5.060141606,0,0,0,1.888377902,5.060141606,0
Karimnagar,24.907341328,0,0,9.393754127,9.116628986,4.319125559,6.348976986,0,0,9.393754127,0,0,0,3.505624761,9.393754127,0
Medak,14.52964985,0,0,5.479828475,5.318168055,2.519553621,3.703663562,0,0,5.479828475,0,0,0,2.044999489,5.479828475,0
Hyderabad and Rangar,36.068251852,0,0,13.60306928,13.201765133,6.254513735,9.193935953,0,0,13.60306928,0,0,0,5.076485487,13.60306928,0
Rangareddi,10.944039565,0,0,4.127522704,4.005756656,1.897781075,2.789677727,0,0,4.127522704,0,0,0,1.540336866,4.127522704,0
Mahbubnagar,17.968253296,0,0,6.776690909,6.576771751,3.115834044,4.58017679,0,0,6.776690909,0,0,0,2.528971392,6.776690909,0
Nalgonda,19.90561299,0,0,7.507362255,7.285887561,3.451787194,5.074017218,0,0,7.507362255,0,0,0,2.801648271,7.507362255,0
Warangal,22.407729391,0,0,8.451030468,8.201716618,3.885673523,5.711816301,0,0,8.451030468,0,0,0,3.153812763,8.451030468,0
Khammam,17.933738647,0,0,6.763673778,6.564138638,3.109848937,4.571378873,0,0,6.763673778,0,0,0,2.524113571,6.763673778,0
Srikakulam,16.778189237,0,0,6.327860622,6.141182406,2.909467735,4.27682489,0,0,6.327860622,0,0,0,2.361473866,6.327860622,0
Vizianagaram,14.60820133,0,0,5.509454009,5.346919606,2.533175055,3.723686636,0,0,5.509454009,0,0,0,2.056055346,5.509454009,0
Visakhapatnam,25.289741727,0,0,9.537975675,9.256595854,4.385436745,6.446452317,0,0,9.537975675,0,0,0,3.559446334,9.537975675,0
East Godavari,34.416948944,0,0,12.980283681,12.597352332,5.968165044,8.773012498,0,0,12.980283681,0,0,0,4.84407014,12.980283681,0
West Godavari,24.386725804,0,0,9.19740502,8.926072374,4.228846802,6.216270089,0,0,9.19740502,0,0,0,3.432349872,9.19740502,0
Krishna,9.353977105,48.488972895,0,0,0,0,0,7.866710767,26.839059233,0,0,0,0,0,0,0
Guntur,28.220278059,0,0,10.64322161,10.329235929,4.893614402,7.193457285,0,0,10.64322161,0,0,0,3.971909495,10.64322161,0
Prakasam,19.45950528,0,0,7.339113622,7.122602431,3.374428668,4.960302649,0,0,7.339113622,0,0,0,2.738860107,7.339113622,0
Nellore,15.282737058,0,0,5.763853814,5.593814362,2.650144765,3.895628385,0,0,5.763853814,0,0,0,2.150993988,5.763853814,0
Cuddapah,15.970108166,0,0,6.023094457,5.845407147,2.76934023,4.070841921,0,0,6.023094457,0,0,0,2.247739166,6.023094457,0
Kurnool,20.70615458,0,0,7.80928492,7.578903205,3.590607295,5.278078345,0,0,7.80928492,0,0,0,2.914321815,7.80928492,0
Anantapur,7.05548869,36.57411131,0,0,0,0,0,5.933678073,20.244081927,0,0,0,0,0,0,0
Chittoor,22.766441731,0,0,8.586318112,8.333013141,3.947877016,5.803253454,0,0,8.586318112,0,0,0,3.204300322,8.586318112,0
Belgaum,21.50526132,0,0,8.110666434,7.871393664,3.729178582,5.481773723,0,0,8.110666434,0,0,0,3.026793409,8.110666434,0
Bagalkot,8.601061001,0,0,3.24387301,3.148175512,1.491490477,2.19244349,0,0,3.24387301,0,0,0,1.210570491,3.24387301,0
Bijapur,8.242531279,0,0,3.108654239,3.016945831,1.429318651,2.101052887,0,0,3.108654239,0,0,0,1.160108635,3.108654239,0
Gulbarga,11.917102224,0,0,4.494511346,4.361918767,2.066517663,3.037715136,0,0,4.494511346,0,0,0,1.677292172,4.494511346,0
Bidar,6.205775657,0,0,2.340495917,2.271448947,1.076129479,1.581876054,0,0,2.340495917,0,0,0,0.873442111,2.340495917,0
Raichur,0,13.8583,0,0,0,0,0,8.31498,0,0,0,0,0,0,0,0
Koppal,6.087491893,0,0,2.295885431,2.228154515,1.05561816,1.551725069,0,0,2.295885431,0,0,0,0.856794068,2.295885431,0
Gadag,4.75576907,0,0,1.793628824,1.74071498,0.824687126,1.212263805,0,0,1.793628824,0,0,0,0.669358547,1.793628824,0
Dharwad,1.891722745,9.806277255,0,0,0,0,0,1.590942069,5.427857931,0,0,0,0,0,0,0
Uttara,6.769254044,0,0,2.553010668,2.4776943,1.173840988,1.72550886,0,0,2.553010668,0,0,0,0.952749805,2.553010668,0
Haveri,7.927490536,0,0,2.989837251,2.901634062,1.374688151,2.020747791,0,0,2.989837251,0,0,0,1.115767707,2.989837251,0
Bellary,10.063955144,0,0,3.795600619,3.683626605,1.745167632,2.565340827,0,0,3.795600619,0,0,0,1.416467935,3.795600619,0
Chitradurga,0,0,0,0,0,13.36735,8.02041,0,0,0,0,0,0,0,0,0
Davanagere,9.967507179,0,0,3.759225461,3.648324551,1.728442809,2.54075587,0,0,3.759225461,0,0,0,1.402893208,3.759225461,0
Shimoga,9.538878543,0,0,3.597569026,3.491437142,1.65411529,2.431496784,0,0,3.597569026,0,0,0,1.342565165,3.597569026,0
Udupi,4.254145734,0,0,1.604442583,1.557109922,0.737701761,1.08439809,0,0,1.604442583,0,0,0,0.598756745,1.604442583,0
Chikmagalur,6.931339846,0,0,2.614141004,2.537021231,1.201947919,1.766825153,0,0,2.614141004,0,0,0,0.975562838,2.614141004,0
Tumkur,0,0,0,0,0,25.4757,15.28542,0,0,0,0,0,0,0,0,0
Kolar,0,0,0,0,0,14.08335,8.45001,0,0,0,0,0,0,0,0,0
Bangalore,0,0,0,0,0,49.7416,29.84496,0,0,0,0,0,0,0,0,0
Bangalore Rural,0,0,0,0,0,7.99285,4.79571,0,0,0,0,0,0,0,0,0
Mandya,0,0,0,0,0,20.1108,12.06648,0,0,0,0,0,0,0,0,0
Hassan,0,0,0,0,0,16.6335,9.9801,0,0,0,0,0,0,0,0,0
Dakshina Kannada,8.441766634,0,0,3.183795457,3.089870307,1.463867602,2.151838744,0,0,3.183795457,0,0,0,1.188150343,3.183795457,0
Kodagu,2.578215594,0,0,0.972368871,0.943683017,0.447082518,0.657197059,0,0,0.972368871,0,0,0,0.362875198,0.972368871,0
Mysore,0,0,0,0,0,25.9702,15.58212,0,0,0,0,0,0,0,0,0
Chamarajanagar,0,0,0,0,0,10.8212,6.49272,0,0,0,0,0,0,0,0,0
Ramanagar,0,0,0,0,0,9.74745,5.84847,0,0,0,0,0,0,0,0,0
Chikkaballapura,0,0,0,0,0,11.0109,6.60654,0,0,0,0,0,0,0,0,0
North Goa,4.561516555,0,0,1.720366875,1.669614332,0.791002238,1.162748093,0,0,1.720366875,0,0,0,0.642018157,1.720366875,0
South Goa,3.531164274,0,0,1.331771566,1.292482973,0.612331187,0.900107338,0,0,1.331771566,0,0,0,0.496999529,1.331771566,0
Lakshadweep,0.077670921,0.402629079,0,0,0,0,0,0.065321378,0.222858622,0,0,0,0,0,0,0
Kasaragod,5.869603496,0,0,2.213709257,2.14840262,1.017834627,1.496184479,0,0,2.213709257,0,0,0,0.826127007,2.213709257,0
Kannur,12.207046147,0,0,4.603863119,4.468044553,2.116796181,3.111622956,0,0,4.603863119,0,0,0,1.718100807,4.603863119,0
Wayanad,4.373603465,0,0,1.649495828,1.600834051,0.758416656,1.114848324,0,0,1.649495828,0,0,0,0.61557002,1.649495828,0
Kozhikode,4.995818547,25.897231453,0,0,0,0,0,4.201491955,14.334338045,0,0,0,0,0,0,0
Malappuram,18.6218924,0,0,7.023209594,6.816017888,3.229180118,4.746791909,0,0,7.023209594,0,0,0,2.620968903,7.023209594,0
Palakkad,15.627153081,0,0,5.89374963,5.719878122,2.709869167,3.983421352,0,0,5.89374963,0,0,0,2.199469388,5.89374963,0
Thrissur,17.442289697,0,0,6.578324786,6.384257627,3.02462789,4.446106648,0,0,6.578324786,0,0,0,2.454943779,6.578324786,0
Ernakulam,18.317521718,0,0,6.908416798,6.704611594,3.176399889,4.669206653,0,0,6.908416798,0,0,0,2.578129751,6.908416798,0
Idukki,2.273641159,11.786058841,0,0,0,0,0,1.912136109,6.523683891,0,0,0,0,0,0,0
Kottayam,3.258443106,16.891056894,0,0,0,0,0,2.740356233,9.349343767,0,0,0,0,0,0,0
Alappuzha,12.986012821,0,0,4.897648846,4.753163308,2.251875025,3.310184554,0,0,4.897648846,0,0,0,1.827737754,4.897648846,0
Pathanamthitta,7.604179843,0,0,2.867901268,2.783295313,1.318623577,1.938334653,0,0,2.867901268,0,0,0,1.070262811,2.867901268,0
Kollam,16.630478018,0,0,6.27215163,6.087116885,2.883853468,4.239172733,0,0,6.27215163,0,0,0,2.340684008,6.27215163,0
Thiruvananthapuram,5.64371499,29.25578501,0,0,0,0,0,4.746373973,16.193326027,0,0,0,0,0,0,0
Thiruvallur,22.516256179,0,0,8.491961129,8.241439784,3.904492907,5.739480196,0,0,8.491961129,0,0,0,3.169087545,8.491961129,0
Chennai,26.130693892,0,0,9.855139107,9.564402648,4.531264352,6.660814254,0,0,9.855139107,0,0,0,3.677807531,9.855139107,0
Kancheepuram,24.769934936,0,0,9.34193158,9.066335256,4.295298228,6.313951569,0,0,9.34193158,0,0,0,3.486285272,9.34193158,0
Vellore,20.147632944,0,0,7.598639599,7.374472132,3.493755325,5.135709035,0,0,7.598639599,0,0,0,2.835711768,7.598639599,0
Dharmapuri,9.695824975,0,0,3.65676106,3.548882952,1.681331014,2.471503032,0,0,3.65676106,0,0,0,1.364654848,3.65676106,0
Tiruvannamalai,14.814950079,0,0,5.587428887,5.422594148,2.569026886,3.776387687,0,0,5.587428887,0,0,0,2.085154539,5.587428887,0
Viluppuram,5.835215937,30.248484063,0,0,0,0,0,4.907426597,16.742793403,0,0,0,0,0,0,0
Salem,20.976193229,0,0,7.911129458,7.677743228,3.637434085,5.346912234,0,0,7.911129458,0,0,0,2.95232885,7.911129458,0
Namakkal,11.397008463,0,0,4.298359021,4.171553131,1.976329384,2.905141239,0,0,4.298359021,0,0,0,1.604090719,4.298359021,0
Erode,19.130507366,0,0,7.215032714,7.002182034,3.317377886,4.876439817,0,0,7.215032714,0,0,0,2.692554754,7.215032714,0
The Nilgiris,4.48046061,0,0,1.689796787,1.639946092,0.776946511,1.142086621,0,0,1.689796787,0,0,0,0.630609805,1.689796787,0
Coimbatore,33.08039981,0,0,12.476206839,12.108146261,5.73639709,8.43232099,0,0,12.476206839,0,0,0,4.655955332,12.476206839,0
Dindigul,13.614111606,0,0,5.134535051,4.983061132,2.360792211,3.470289347,0,0,5.134535051,0,0,0,1.916140551,5.134535051,0
Karur,7.159506982,0,0,2.700193785,2.620535368,1.241513865,1.824985833,0,0,2.700193785,0,0,0,1.007676597,2.700193785,0
Tiruchirappalli,15.801135088,0,0,5.959366597,5.783559323,2.740038992,4.027770034,0,0,5.959366597,0,0,0,2.223956772,5.959366597,0
Perambalur,3.689832525,0,0,1.391612981,1.350559006,0.639845488,0.940552485,0,0,1.391612981,0,0,0,0.519331553,1.391612981,0
Ariyalur,5.710256952,0,0,2.153612026,2.090078317,0.990202705,1.455566433,0,0,2.153612026,0,0,0,0.803699516,2.153612026,0
Cuddalore,14.511779453,0,0,5.47308869,5.311627101,2.516454756,3.69910833,0,0,5.47308869,0,0,0,2.04248429,5.47308869,0
Nagapattinam,2.867226175,14.863073825,0,0,0,0,0,2.411342124,8.226837876,0,0,0,0,0,0,0
Thiruvarur,7.25519839,0,0,2.736283609,2.655560506,1.258107495,1.84937794,0,0,2.736283609,0,0,0,1.021144842,2.736283609,0
Thanjavur,14.737337773,0,0,5.558157561,5.394186354,2.555568312,3.756604012,0,0,5.558157561,0,0,0,2.074230867,5.558157561,0
Pudukkottai,9.415820644,0,0,3.551157985,3.446395273,1.632776099,2.400128853,0,0,3.551157985,0,0,0,1.325245178,3.551157985,0
Sivaganga,8.897526967,0,0,3.355684558,3.256688507,1.542899968,2.268013804,0,0,3.355684558,0,0,0,1.252297081,3.355684558,0
Madurai,17.595479432,0,0,6.63609999,6.440328404,3.051192174,4.4851553,0,0,6.63609999,0,0,0,2.476504721,6.63609999,0
Theni,7.352976852,0,0,2.773160561,2.691349551,1.275063036,1.874302046,0,0,2.773160561,0,0,0,1.034906832,2.773160561,0
Virudhunagar,12.219829351,0,0,4.608684278,4.472723483,2.119012888,3.114881444,0,0,4.608684278,0,0,0,1.7199,4.608684278,0
Ramanathapuram,7.912124603,0,0,2.984042021,2.896009797,1.372023579,2.016830956,0,0,2.984042021,0,0,0,1.113605003,2.984042021,0
Thoothukkudi,9.770489318,0,0,3.684920568,3.576211726,1.694278389,2.49053526,0,0,3.684920568,0,0,0,1.375163604,3.684920568,0
Tirunelveli,20.100439445,0,0,7.580840664,7.357198284,3.485571607,5.12367923,0,0,7.580840664,0,0,0,2.829069441,7.580840664,0
Kanniyakumari,10.385491841,0,0,3.916867543,3.801316034,1.800924581,2.647301766,0,0,3.916867543,0,0,0,1.461723147,3.916867543,0
Krishnagiri,8.627827464,0,0,3.253967928,3.15797262,1.496131989,2.199266364,0,0,3.253967928,0,0,0,1.214337781,3.253967928,0
Yanam,0.323336781,0,0,0.121945822,0.118348299,0.056069098,0.082419788,0,0,0.121945822,0,0,0,0.045508568,0.121945822,0
Pondicherry,5.425530663,0,0,2.046228073,1.985862299,0.940828965,1.382988608,0,0,2.046228073,0,0,0,0.763625245,2.046228073,0
Mahe,0.122301342,0,0,0.046125707,0.044764953,0.021207998,0.031175082,0,0,0.046125707,0,0,0,0.017213504,0.046125707,0
Karaikal,1.025056383,0,0,0.386597971,0.375192944,0.177752702,0.26129081,0,0,0.386597971,0,0,0,0.144273248,0.386597971,0
South Andamans,1.217665343,0,0,0.459240057,0.445692016,0.211152585,0.310387574,0,0,0.459240057,0,0,0,0.171382313,0.459240057,0
Nicobars,0.04240124,0.21979876,0,0,0,0,0,0.035659515,0.121660485,0,0,0,0,0,0,0
North and Middle Andamans,0.192851253,0.999698747,0,0,0,0,0,0.162188234,0.553341766,0,0,0,0,0,0,0
