District,Median Income,Latitude,Longitude,jowar,bajra,maize,barley,small millets,ragi,ahrar,moong,masur,urd,peas,khesari,other pulses,gram products,besan,other pulse products,Cluster
Kanpur Nagar,-0.050252602,2.64148245,8.02321313,-0.340805136,-0.03555193,-0.22028003,-0.207659596,-0.166393773,-0.33935860799999995,1.087335825,-0.365770087,-0.49291544,-0.34674659399999996,4.901167292,-0.6023452420000001,-0.185980645,0.092013234,1.17115547,-0.46957216700000004,1
Jalaun,-0.27832587,2.6145864899999998,7.93296565,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,1.801434499,0.964701028,0.519370264,1.001141104,1.388533174,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.468436542,-0.130697116,1
Jhansi,-0.062236557000000005,2.54484257,7.856845940000001,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.834238747,0.024404982000000002,0.102210858,0.316778342,0.762104565,-0.6023452420000001,1.4643082019999998,-0.663258617,1.648206616,0.11161177800000001,1
Lalitpur,-0.7167504790000001,2.46878597,7.84120206,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,1.0594904109999999,1.7054234169999998,1.199162063,0.61473455,0.244150936,-0.6023452420000001,2.798560082,-0.663258617,1.717333614,0.143282039,1
Hamirpur,-0.20575121899999999,2.5954804300000003,8.01526271,-0.340805136,-0.36828274,-0.42876544299999997,-0.207659596,-0.166393773,-0.33935860799999995,1.349562645,-0.136864504,0.172538477,-0.668864088,0.817295332,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.44894870299999995,-0.8703231229999999,2
Mahoba,-0.864514095,2.52920964,7.98724168,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,1.044916016,0.364458689,0.18577374,0.867486455,0.537138331,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.9358570070000001,-0.29061620000000005,2
Banda,-1.1572995659999998,2.5479622400000004,8.03380213,-0.340805136,0.118803139,0.287610643,-0.207659596,-0.166393773,-0.33935860799999995,0.7114087,0.406114927,0.07259981,0.863301841,0.8713305929999999,1.7212740130000002,-1.2041955579999999,-0.663258617,-0.458510674,-0.580469662,1
Chitrakoot,-0.7077625129999999,2.5109369200000002,8.10754657,-0.186981648,0.181956952,0.292777181,-0.207659596,-0.073241029,-0.33935860799999995,0.639531776,-0.7400168140000001,-0.250445189,-0.52379385,1.206907491,-0.6023452420000001,-1.2041955579999999,0.184302484,-0.954038466,0.28909072199999997,2
Fatehpur,-1.072704943,2.59200736,8.08099941,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,1.7428879659999998,0.494184102,-0.013081186000000002,-0.14338768,-0.2397494,0.559464386,-0.537069618,-0.663258617,-0.75123776,-0.435542931,2
Pratapgarh,-1.151906808,2.58973038,8.194529809999999,-0.03315816,-0.406093059,-0.18148672300000002,-0.090964277,-0.166393773,-0.33935860799999995,1.4472572609999999,-0.962052673,-0.276081287,-0.12388892,2.095351186,-0.021440427999999997,0.130056322,-0.663258617,0.093258933,-0.29061620000000005,1
Kaushambi,-1.117117588,2.5361054000000003,8.14031707,-0.340805136,1.742143011,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.592035304,-0.24215370600000002,-1.7483094030000002,-0.449907823,1.411813651,-0.6023452420000001,-0.537069618,-0.663258617,-0.107852504,0.868797644,2
Allahabad,-0.651021143,2.5435801100000006,8.1846311,-0.340805136,0.042415533,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.8683343170000001,-1.15095404,-1.082877693,-0.455508727,2.278512717,0.559464386,-1.2041955579999999,6.88945989,0.629605651,0.141383237,1
Barabanki,-1.11187012,2.69400001,8.119,-0.186981648,-0.25485178199999997,-0.18805282,-0.207659596,-0.166393773,-0.33935860799999995,1.061017648,-0.410634467,-0.664279089,0.894506495,1.3911114080000002,-0.021440427999999997,0.35362684200000005,-0.663258617,-0.271239045,-0.310134492,1
Faizabad,-0.7268639640000001,2.6773247600000003,8.214416429999998,-0.340805136,-0.406093059,-0.416416302,-0.090964277,-0.166393773,-0.33935860799999995,0.461152251,-1.2264878559999999,-1.167605311,-0.032427771,5.160397614,-0.311892835,-1.2041955579999999,-0.663258617,0.573984524,1.129827986,1
Ambedkar Nagar,-0.584329642,2.6468395200000003,8.269154290000001,-0.340805136,-0.406093059,0.058504710999999994,-0.207659596,-0.166393773,-0.33935860799999995,1.365645161,1.720991659,-1.3622736919999998,1.209508849,5.074209466,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.840669845,-0.532527665,1
Sultanpur,-0.511500985,2.62647757,8.20727061,-0.340805136,-0.406093059,0.528863922,-0.207659596,-0.166393773,-0.33935860799999995,2.474806775,-0.9137090059999999,0.29018395399999997,0.617890641,3.889001344,0.559464386,-1.2041955579999999,-0.663258617,0.312953311,0.44378477200000005,1
Bahraich,-1.018069874,2.75708377,8.15980246,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.891497815,0.247880095,0.278218052,0.7983027770000001,1.46812567,2.8830836410000003,-1.2041955579999999,-0.663258617,0.133760904,1.444662765,1
Shrawasti,-1.18268335,2.7597750399999996,8.19534815,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,1.0960908809999999,0.101686852,0.484713609,-0.205483833,0.742987473,0.559464386,0.130056322,-0.663258617,0.5233380879999999,-0.8703231229999999,1
Balrampur,-0.833555915,2.7429706400000002,8.21768018,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,2.095875029,-0.253780833,0.09772886300000001,0.10269350699999999,1.531652344,-0.6023452420000001,-1.2041955579999999,-0.663258617,1.643254281,-0.022205699,1
Gonda,-0.8717588159999999,2.7133991300000004,8.196189680000002,-0.340805136,-0.406093059,-0.29878835800000003,-0.207659596,-0.166393773,-0.33935860799999995,1.622041069,-0.468951835,-0.22986947100000002,0.379525577,1.4256720369999998,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.28956437399999996,-0.29061620000000005,2
Siddharthnagar,-1.0329043070000001,2.7271563300000006,8.2820974,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.138445263,-2.129068551,-0.2198246,0.191333565,3.3497454380000002,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.38361884700000004,0.396218555,1
Basti,-1.275248916,2.68176796,8.27633133,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.333019764,-0.974968238,-0.318782277,0.747884485,4.029037001,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.49344154,-0.06501299599999999,1
Sant Kabir Nagar,-0.750214257,2.6767175500000002,8.30361376,-0.340805136,-0.406093059,-0.337617027,-0.207659596,-0.166393773,-0.33935860799999995,0.388880071,-0.974968238,0.921297444,0.9135822020000001,3.1879655430000002,3.78176016,1.131841763,-0.663258617,-0.16204243599999998,0.199905042,1
Mahrajganj,-0.8455215840000001,2.71446035,8.356217370000001,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.24323012300000002,2.312586629,1.330762455,1.6825943909999999,1.719711871,0.943599759,1.561271911,-0.663258617,-0.037948882999999996,0.241446386,1
Gorakhpur,-0.749723976,2.67605545,8.337316750000001,-0.340805136,-0.406093059,-0.41247634200000005,-0.207659596,-0.166393773,-0.33935860799999995,2.0740668280000003,-1.4788707209999998,-0.163126269,1.257480515,2.719834615,0.559464386,1.3619860480000001,-0.663258617,-0.26379601199999997,0.7380608609999999,1
Kushinagar,-0.7574226270000001,2.6739878700000004,8.38869698,-0.340805136,-0.406093059,-0.495215578,-0.207659596,0.415810866,-0.33935860799999995,1.355922627,-0.999222153,1.093216931,-0.7117497709999999,1.6186610909999999,0.8780223640000001,0.8082978559999999,-0.663258617,0.690358997,0.31549634,1
Deoria,-0.9554092270000001,2.6486237300000006,8.378382140000001,-0.340805136,-0.406093059,0.192998858,-0.207659596,-0.166393773,-0.33935860799999995,2.198993201,-0.974968238,0.12292035,-1.614833107,1.000258469,0.559464386,0.75590565,-0.663258617,-0.038381683,-0.8703231229999999,1
Azamgarh,-1.0073388840000002,2.6073704400000004,8.318594580000001,-0.340805136,-0.36828274,-0.13513677699999999,-0.06911498599999999,-0.166393773,-0.33935860799999995,1.0244255420000001,-1.314846817,1.547195195,3.803666909,3.3005720530000002,-0.6023452420000001,-1.2041955579999999,0.092013234,0.129299655,-0.8703231229999999,1
Mau,-0.85102328,2.59496379,8.35586445,-0.340805136,-0.406093059,0.294701087,2.126246785,-0.166393773,-0.33935860799999995,1.10295018,-2.129068551,-0.688085829,0.191333565,2.7068050869999998,4.044893269,-1.2041955579999999,-0.663258617,0.331586168,0.28909072199999997,1
Ballia,-0.898577092,2.5758438100000003,8.41487319,0.889782766,-0.406093059,1.6543361559999998,-0.16098146800000002,-0.166393773,-0.33935860799999995,0.72879418,1.9995493530000001,1.126008182,-0.260208103,2.872106025,1.3454132280000002,0.797182262,0.534314081,0.04380798599999999,0.021755557999999998,1
Jaunpur,-0.838966847,2.57490034,8.26987002,-0.340805136,-0.406093059,0.562406454,-0.207659596,-0.166393773,-0.33935860799999995,1.6303722809999999,-1.065255525,-1.0707665240000002,0.45204059799999996,2.86444824,4.044893269,-1.2041955579999999,-0.663258617,0.840973098,2.607918412,1
Ghazipur,-0.723759147,2.55840419,8.357702020000001,-0.340805136,0.022613442,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,1.771184993,-0.175988715,1.3515366469999999,-0.623909035,3.769356272,6.368512524,-0.136794038,-0.663258617,0.527505187,-0.24410391,1
Chandauli,-0.609350369,2.52604556,8.32662673,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.947110068,-0.6971440440000001,-0.466738745,-0.8134636540000001,2.517197886,5.206702896,-1.2041955579999999,-0.663258617,-0.063727406,0.76505741,1
Varanasi,-0.395058605,2.53176452,8.297391440000002,0.037484712999999996,-0.25485178199999997,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,2.2056770919999997,-0.41231148,0.6563117629999999,-0.14743530400000002,2.269518227,1.38178928,-0.6737757529999999,-0.07963946,0.224722571,-0.530144649,1
Sant Ravidas Nagar,-1.0620103029999999,2.5326373,8.24319405,-0.340805136,0.750593851,-0.337617027,-0.207659596,-0.166393773,-0.33935860799999995,1.923580246,1.112698789,0.7957069999999999,-0.013907122,2.160933621,-0.311892835,-1.2041955579999999,-0.663258617,0.48597714399999997,-0.8703231229999999,1
Mirzapur,-0.8638422859999999,2.51336987,8.256443440000002,-0.173534511,0.9701077640000001,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,2.6769739130000003,-0.974968238,-0.122742885,0.21265866600000002,2.242062775,-0.6023452420000001,-1.2041955579999999,11.42109099,1.154059856,-0.8703231229999999,1
Sonbhadra,-0.8229885,2.4685000500000003,8.306835190000001,-0.340805136,-0.406093059,1.1012845709999999,-0.207659596,2.584717201,-0.33935860799999995,1.198344045,-0.505935796,1.7059075019999999,1.4113771030000002,1.5518756130000002,-0.6023452420000001,1.084213611,-0.663258617,0.078590933,-0.39798738100000003,1
Kashiramnagar,-0.046439626,2.77879499,7.85677553,-0.340805136,2.044407489,-0.24942624300000002,-0.207659596,-0.166393773,-0.33935860799999995,-0.089835482,-0.32215843899999996,0.197377804,-0.17710748199999998,0.098421878,0.559464386,-1.2041955579999999,-0.663258617,0.151342203,-0.300310183,2
Pashchim Champaran,-0.8167604690000001,2.7050488300000004,8.3738743,-0.340805136,-0.406093059,0.293943584,-0.207659596,-0.166393773,-0.33935860799999995,-0.508680262,1.264934882,0.7632075290000001,-1.614833107,-0.443330254,0.204388984,0.628835479,-0.18692253600000003,-0.354779075,-0.8703231229999999,0
Purba Champaran,-0.9059489270000001,2.6637438500000004,8.43272922,-0.340805136,0.072544302,-0.11796774199999999,0.7128766529999999,-0.166393773,-0.33935860799999995,-0.525719645,-0.09182041699999999,0.451133677,-0.702767272,-0.416607126,0.535816757,0.518621552,0.8247416679999999,0.32806015,-0.194080495,0
Sheohar,-1.231235788,2.65145872,8.52942313,-0.340805136,-0.406093059,-0.070222414,-0.207659596,0.998015504,-0.33935860799999995,-0.167669498,1.28988633,1.275514877,0.191333565,0.197928963,1.003258952,1.05212866,0.372123224,0.15359609300000002,1.100843638,1
Sitamarhi,-1.349584655,2.6595247600000005,8.548083929999999,-0.340805136,-0.288314274,-0.330685936,-0.207659596,-0.166393773,-0.33935860799999995,-0.603859148,-0.120656209,0.833461826,0.6037673179999999,0.638927635,0.478749417,0.10483008199999999,0.092013234,-1.061038694,-0.308978756,0
Madhubani,-0.820609906,2.63468544,8.60715474,-0.340805136,-0.330472421,-0.2680383,1.6594655090000001,-0.166393773,-0.33935860799999995,0.529727341,0.099761191,0.31611236,0.698528798,-0.892211698,0.6906785679999999,0.130056322,-0.029054091,-0.94749178,-0.35810397,0
Supaul,-0.6106394620000001,2.6131708700000003,8.66107106,-0.340805136,-0.406093059,-0.25419141,0.025731042000000003,-0.166393773,-0.33935860799999995,-0.971823922,3.046448658,1.1291631709999999,0.61767098,1.4804473969999998,-0.021440427999999997,-1.2041955579999999,0.110327223,-1.2109249659999999,-0.8703231229999999,0
Araria,-0.7858931640000001,2.61311375,8.7445534,-0.340805136,-0.25485178199999997,-0.18616506800000002,0.008225162,-0.166393773,-0.33935860799999995,-0.413286879,1.0634041140000001,0.881623843,0.13168852,0.22137091399999997,0.559464386,-1.2041955579999999,0.847285085,0.360827963,-0.674026421,0
Kishanganj,-0.8202285640000001,2.60917422,8.793838220000001,-0.340805136,-0.406093059,-0.165094255,-0.207659596,-0.166393773,-0.33935860799999995,-0.598908197,0.00240937,0.6277862989999999,0.127524735,0.197928963,0.559464386,-1.2041955579999999,-0.663258617,-0.37267394600000003,0.099208584,0
Purnia,-0.839965473,2.57771391,8.747525510000001,-0.340805136,-0.406093059,-0.136720686,-0.207659596,-0.166393773,-0.33935860799999995,0.053813812,2.054825732,0.64607133,-0.572720695,0.253775647,-0.021440427999999997,-1.2041955579999999,0.656902754,-0.7371788990000001,-0.63844035,0
Katihar,-0.874464226,2.5552048000000003,8.757186090000001,-0.340805136,-0.406093059,-0.180637817,-0.207659596,-0.166393773,-0.33935860799999995,-0.326944813,0.672665451,0.821698184,-0.6749399159999999,0.5902128010000001,0.559464386,-1.2041955579999999,0.470885211,0.644765531,-0.547231427,0
Madhepura,-0.218533986,2.5928690300000006,8.679097590000001,-0.340805136,-0.406093059,-0.28629068,0.025731042000000003,-0.166393773,-0.33935860799999995,-0.21611765800000002,1.9879555930000001,1.124687822,0.24907495100000002,-0.443330254,-0.021440427999999997,-1.2041955579999999,0.092013234,-0.966279498,-0.580469662,0
Saharsa,-0.397419135,2.5883496100000003,8.660062490000001,-0.340805136,-0.406093059,0.002043927,-0.207659596,-0.166393773,-0.33935860799999995,-0.48661727,2.348054549,1.301422507,1.997500237,1.4804473969999998,-0.021440427999999997,-0.537069618,-0.663258617,2.343086806,-0.348183267,1
Darbhanga,-0.977506555,2.6111868,8.5896004,-0.340805136,-0.406093059,-0.190145602,-0.207659596,-0.166393773,-0.33935860799999995,0.009053697,0.100337805,1.111911157,0.404887551,-1.084589471,0.559464386,-0.1083579,0.053625469,-0.9367753670000001,-0.29061620000000005,0
Muzaffarpur,-0.888499736,2.6120887600000007,8.536472009999999,-0.340805136,-0.406093059,0.21619849300000002,-0.207659596,-0.166393773,-0.33935860799999995,0.40623835799999997,0.080653734,1.261567339,-1.614833107,-0.183461472,1.083162965,0.296585742,0.123801307,-0.10449003400000001,-0.0026249259999999996,0
Gopalganj,-0.980484369,2.6468547200000003,8.44433318,-0.340805136,-0.406093059,-0.0056211740000000005,-0.207659596,-0.166393773,-0.33935860799999995,-0.43556217,1.38768332,0.708805644,0.191333565,0.26964845,1.672030822,0.432783215,-0.07723406,-0.163471005,9.340000000000001e-05,1
Siwan,-0.9736572290000001,2.6219620500000005,8.43566593,-0.340805136,-0.406093059,-0.127538557,-0.207659596,-0.166393773,-0.33935860799999995,0.33788993100000003,1.671600068,1.106712045,0.191333565,-1.084589471,0.90712022,1.452621119,6.683476935,-0.8736520240000001,0.134993889,0
Saran,-0.7628697990000001,2.60502233,8.46250199,-0.340805136,0.024362883999999998,-0.10300711800000001,-0.207659596,-0.166393773,-0.33935860799999995,0.76037584,0.44035900299999997,1.11173013,-1.614833107,1.264406091,0.35305517299999994,-0.052676047999999996,-0.663258617,0.4496812,15.41189197,5
Vaishali,-0.19598261600000003,2.60038178,8.508178249999998,-0.340805136,-0.406093059,-0.181966729,-0.207659596,-0.166393773,-0.33935860799999995,0.689053054,0.528201117,2.523769579,1.094416901,0.7129816370000001,2.965784227,-0.081312535,-0.188077787,-0.302344013,0.555945116,1
Samastipur,-0.683195938,2.58629679,8.57810263,-0.340805136,-0.406093059,0.07742133400000001,-0.207659596,-0.166393773,-0.33935860799999995,0.232308436,0.023063864,0.69909027,0.44883201,-0.6998339259999999,-0.6023452420000001,0.19585331600000003,0.138066754,-0.980945642,0.0016950189999999999,0
Begusarai,-0.737249962,2.5416675000000004,8.61293792,-0.340805136,-0.406093059,0.08286821700000001,-0.207659596,-0.166393773,-0.33935860799999995,0.454699361,-0.543925957,0.5925605620000001,0.191333565,-0.763959863,-0.6023452420000001,-0.131730243,-0.086142715,-0.9108707770000001,-0.29061620000000005,0
Khagaria,-0.48361149299999995,2.55111515,8.6476908,-0.340805136,-0.406093059,-0.10387506199999999,-0.207659596,-0.166393773,-0.33935860799999995,0.324031776,0.599565889,0.891184491,-1.614833107,0.625768003,-0.6023452420000001,-1.2041955579999999,-0.302926035,-0.827240712,-0.29061620000000005,0
Bhagalpur,-1.0363904659999998,2.5241430300000003,8.69924358,-0.340805136,-0.406093059,1.155063127,-0.207659596,-0.166393773,-0.33935860799999995,0.783642235,0.231046892,1.55606491,5.328018233,1.6712286580000002,1.285396355,1.4643082019999998,0.826866049,0.714598801,-0.336992754,1
Banka,-0.9056401740000001,2.48874179,8.691983800000001,-0.340805136,-0.406093059,-0.009629754,-0.207659596,-0.166393773,-0.33935860799999995,0.602594503,0.317556901,0.9909294559999999,0.072008449,0.25824478100000003,1.789610479,0.382760538,0.265024076,-0.114297669,-0.29061620000000005,1
Munger,-1.232361528,2.5374756100000004,8.64735251,-0.340805136,0.501354605,0.110827575,-0.207659596,-0.166393773,-0.33935860799999995,1.372205387,0.19928124,1.402653535,7.416000252999999,1.860708179,1.686665569,-1.2041955579999999,1.623327126,-0.8185857559999999,0.868797644,1
Lakhisarai,-0.7965878040000001,2.51673614,8.60988253,-0.340805136,-0.406093059,-0.247814783,-0.207659596,-0.166393773,-0.33935860799999995,0.01940611,-1.272184075,1.401740583,-0.7117497709999999,1.125965655,1.8669955459999998,1.5240295330000002,0.44914903899999997,-0.112943449,0.340221796,1
Sheikhpura,-0.979086226,2.5141693700000003,8.58628915,-0.340805136,-0.406093059,-0.114625419,-0.207659596,-0.166393773,-0.33935860799999995,0.020420877,-0.668396321,1.569843747,-0.7117497709999999,-0.284282182,2.637805663,0.130056322,0.72293145,0.118203561,0.28909072199999997,0
Nalanda,-0.943679611,2.51240603,8.545947490000001,-0.340805136,-0.406093059,-0.022419922999999998,-0.207659596,-0.166393773,-0.33935860799999995,0.713368053,3.785060169,2.278462065,-1.182779854,-0.423898171,0.9230246390000001,0.599029257,0.831555852,0.100893411,1.432051332,0
Patna,-0.665892037,2.5594094700000003,8.51375645,-0.340805136,0.337272096,0.148197194,-0.207659596,-0.166393773,-0.33935860799999995,0.700817683,0.116748949,1.9946522530000002,0.17581633600000002,0.034401019,1.471522842,1.404803505,0.588152884,-0.16160664,-0.21821128,1
Bhojpur,-1.122274182,2.5466155,8.45222189,-0.340805136,1.106319715,0.258671865,-0.207659596,-0.166393773,-0.33935860799999995,0.373798791,2.389227436,1.613698003,1.997500237,0.197928963,1.8600164719999999,1.275699732,0.41508581899999997,0.222562609,0.621830669,1
Buxar,-1.051624416,2.5564710300000004,8.39777482,-0.340805136,-0.406093059,-0.180018475,-0.207659596,-0.049952845,-0.33935860799999995,-0.284035666,-1.278241923,1.5802577340000001,0.191333565,0.17875157100000003,1.4415824680000002,0.23662852199999998,1.605717476,-0.572588168,-0.239158462,0
Kaimur (Bhabua),-0.889861529,2.50426227,8.360557320000002,-0.340805136,-0.406093059,0.292777181,-0.207659596,-0.166393773,-0.33935860799999995,0.596723134,0.15069045,1.546406968,0.518590597,0.795859957,1.386399547,1.066955345,0.092013234,0.576367697,-0.178056858,1
Rohtas,-1.082818538,2.46287405,8.39201656,-0.340805136,-0.406093059,-0.096754991,4.460153167,-0.166393773,-0.33935860799999995,-0.28883360199999997,1.585718899,1.729886086,1.997500237,-0.583330734,1.209248739,0.130056322,1.738547407,-0.34540268700000004,1.213544903,1
Jehanabad,-0.77461759,2.5213928699999997,8.498955490000002,-0.340805136,-0.406093059,-0.21535045600000002,-0.207659596,-0.166393773,-0.33935860799999995,-0.116048111,0.12093287300000001,2.682142249,-0.7888422509999999,-0.443330254,-0.6023452420000001,1.4643082019999998,0.5161162460000001,-0.279617983,-0.300883067,0
Aurangabad,-0.980593307,2.47550083,8.43608373,-0.340805136,-0.406093059,-0.022419922999999998,-0.207659596,-0.166393773,-0.33935860799999995,-0.002327467,-0.9635894709999999,2.028104742,0.025466303,0.043224153,0.66534722,0.29250893699999997,0.08852155699999999,-0.22235263,-0.034165359,0
Gaya,-0.730931167,2.4795452300000003,8.499943100000001,-0.340805136,-0.406093059,-0.226763826,-0.207659596,0.322212414,-0.33935860799999995,0.033057942,1.8395162840000001,2.809076314,-0.097225874,0.055949742000000004,2.118290419,0.038676166,0.7928147740000001,-0.27771875,-0.441805929,0
Nawada,-0.732184132,2.48910775,8.55354724,-0.340805136,-0.406093059,-0.022419922999999998,-0.207659596,-0.166393773,-0.33935860799999995,-0.18311349100000002,2.605752881,2.026366244,-1.052625318,0.22087310100000002,-0.6023452420000001,-0.313740387,-0.663258617,-0.33642798700000004,-0.29061620000000005,0
Jamui,-1.166160307,2.49195147,8.622471800000001,-0.03315816,-0.406093059,-0.045868495,0.7259029570000001,-0.166393773,-0.33935860799999995,-0.299388387,2.319382056,1.365022797,3.803666909,1.028094928,3.994708562,2.056435185,1.671260173,-0.729086745,1.4485045669999999,1
Arwal,-0.983879763,2.52440189,8.46662199,-0.340805136,-0.406093059,-0.022419922999999998,-0.207659596,-0.166393773,7.068618812,0.09314669800000001,3.7008747619999998,3.010691871,-0.759464065,0.810778078,0.9374015509999999,-1.2041955579999999,0.092013234,0.302922035,-0.29061620000000005,3
North Sikkim,0.352620214,2.7823635600000003,8.855653100000001,-0.340805136,-0.406093059,-0.027679875,0.7259029570000001,0.7651336479999999,-0.33935860799999995,-0.47870545299999995,-0.120259165,0.672595845,-1.614833107,1.0918114829999999,-0.6023452420000001,0.033644942000000004,-0.663258617,-1.092329811,-0.282075003,0
West Sikkim,-0.022417635,2.7360061600000005,8.78956845,-0.340805136,-0.406093059,0.037582147,0.49251231799999995,1.692187901,-0.33935860799999995,-1.064030526,0.478627674,0.326356896,0.191333565,0.93485995,-0.6023452420000001,0.095890099,-0.663258617,-0.619641834,-0.577163113,0
South Sikkim,-0.19601896600000002,2.73079433,8.813229840000002,-0.340805136,-0.406093059,0.022806282,-0.207659596,0.7203109740000001,-0.33935860799999995,-0.9786273090000001,0.211636235,0.38326227700000004,-1.614833107,-0.354260665,-0.6023452420000001,0.482653567,0.638928857,-0.935659937,-0.33872573,0
East Sikkim,1.266328717,2.7283634200000004,8.85389938,-0.340805136,-0.406093059,-0.147626338,-0.207659596,2.575467215,-0.33935860799999995,-0.811615625,-0.417388915,0.144944672,-0.455814701,-0.395365786,-0.6023452420000001,-0.082406247,0.5451763620000001,-0.54263189,-0.554830551,0
Tawang,2.200918043,2.7578067800000006,9.18757422,-0.340805136,-0.406093059,-0.081037611,-0.207659596,1.078812857,-0.33935860799999995,-0.47870545299999995,1.296266025,1.600773728,-1.614833107,0.197928963,-0.6023452420000001,0.323193976,-0.663258617,-1.926201186,2.3075535990000002,0
West Kameng,1.967887885,2.73427633,9.2302446,0.12066532699999999,-0.406093059,1.344391754,-0.207659596,1.915427995,-0.33935860799999995,-0.243112227,2.8697860260000003,1.455444694,1.997500237,2.139920849,-0.6023452420000001,1.4323079159999998,4.4037770730000005,8.080255318999999,1.890068157,1
East  Kameng,0.421545021,2.7423126100000004,9.301757120000001,-0.340805136,-0.406093059,2.327271184,-0.207659596,7.701810142999999,-0.33935860799999995,-1.848862765,1.3871634869999998,3.198910792,-1.614833107,3.933456011,-0.6023452420000001,3.300227167,-0.663258617,-1.926201186,2.474926335,5
Papum Pare,2.7127340689999997,2.71719019,9.37029002,-0.340805136,-0.406093059,0.7885542720000001,-0.207659596,-0.166393773,-0.33935860799999995,-0.026950327000000003,1.239690038,1.985560297,0.191333565,0.670762262,-0.6023452420000001,3.559951874,-0.663258617,0.005673381999999999,3.938242489,1
Lower Subansiri,0.147461373,2.7616934900000003,9.383915570000001,-0.340805136,-0.406093059,0.29506376300000003,-0.207659596,3.153007647,-0.33935860799999995,-1.848862765,2.84383414,1.985314021,-1.614833107,1.8543576869999998,-0.6023452420000001,2.846386065,-0.663258617,-1.926201186,-0.8703231229999999,0
Upper Subansiri,0.780640762,2.7786802,9.43359635,-0.340805136,-0.406093059,0.919528028,-0.207659596,3.7195324710000004,-0.33935860799999995,2.9466878289999996,1.16179452,1.928437146,1.997500237,2.208846689,-0.6023452420000001,1.207651615,0.847285085,1.409284316,1.8613602930000002,1
West Siang,-0.740354889,2.8147254,9.47484518,-0.340805136,-0.406093059,0.8811579190000001,-0.207659596,2.7370825360000004,-0.33935860799999995,0.40064924,-0.309554523,0.34498109,-0.148309253,0.21049326100000001,-0.6023452420000001,-0.537069618,-0.663258617,0.35986689899999996,-0.462347191,0
East Siang,0.584252008,2.8109705100000006,9.51432068,-0.340805136,-0.406093059,1.270658428,-0.207659596,2.16242478,-0.33935860799999995,0.48012067399999997,1.3924963190000001,0.9442866409999999,0.9224634429999999,0.39667659,-0.6023452420000001,0.970140839,-0.663258617,2.19187551,0.28909072199999997,1
Upper Siang,2.1637684040000003,2.87588781,9.52266675,-0.340805136,-0.406093059,0.102329443,-0.207659596,0.5322517929999999,-0.33935860799999995,0.361734047,0.5340634320000001,1.248500559,-1.614833107,3.892251232,-0.6023452420000001,6.058590576,-0.663258617,-1.926201186,-0.8703231229999999,1
Dibang Valley,0.076702668,2.8812876700000003,9.61526985,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-1.848862765,1.42594726,1.6134173569999999,-1.614833107,-1.084589471,-0.6023452420000001,-1.2041955579999999,-0.663258617,-1.926201186,-0.8703231229999999,0
Lohit,-0.76167147,2.7903965100000003,9.61739116,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.316880058,0.678100261,2.271565178,0.634610944,1.48347026,-0.6023452420000001,1.434426794,0.847285085,-0.41334967200000006,1.204380231,1
Changlang,-0.892403587,2.7130585600000003,9.57342373,-0.340805136,-0.406093059,0.160176264,-0.207659596,0.5322517929999999,-0.33935860799999995,-0.169384463,-0.14433058599999998,0.385806373,0.335536388,0.276131051,-0.6023452420000001,0.9315494590000001,2.357828786,-0.884010173,-0.194002222,0
