District,Median Income,Latitude,Longitude,jowar,bajra,maize,barley,small millets,ragi,"arha, tur",moong,masur,urd,peas,khesari,other pulses,gram products,besan,other pulse products
Kupwara,-0.085150983,34.5261786,74.2546136,-0.340805136,-0.406093059,0.303087068,-0.207659596,-0.166393773,-0.339358608,0.846865914,0.710652614,0.121968796,-0.7389758,-0.327960846,-0.311892835,1.493909231,-0.663258617,-1.926201186,0.230022875
Baramula,0.244711649,34.1990498,74.3499496,-0.340805136,1.862526102,0.619135075,-0.207659596,-0.166393773,-0.339358608,-0.648387983,1.006448618,0.129253448,-0.410846826,0.068042685,0.45814004,1.557105793,2.095359871,2.538402015,0.405275714
Srinagar,1.114334323,34.0836708,74.7972825,-0.340805136,-0.406093059,-0.275561858,-0.207659596,-0.166393773,-0.339358608,-1.053252249,-0.553013989,-0.641921926,-0.711749771,-0.096787359,1.060169777,0.195996773,0.742888435,1.409284316,1.560911856
Badgam,-0.123589715,34.0117793,74.7746684,-0.340805136,-0.406093059,0.482455771,-0.207659596,-0.166393773,-0.339358608,-1.848862765,-0.382396218,-0.555091814,-1.614833107,-0.368826261,-0.602345242,0.216458844,0.847285085,-1.926201186,-0.2906162
Pulwama,0.310985569,33.8716117,74.8945692,-0.340805136,-0.406093059,-0.495215578,1.659465509,-0.166393773,-0.339358608,-1.848862765,0.035115977,-1.748309403,-1.614833107,-1.084589471,-0.602345242,1.001649998,-0.663258617,-1.926201186,-0.870323123
Anantnag,0.192346235,33.7311255,75.1487007,-0.340805136,-0.406093059,1.90556598,-0.207659596,-0.166393773,-0.339358608,-1.848862765,0.108308036,0.772985667,-1.614833107,-1.084589471,-0.602345242,0.392760991,0.847285085,-1.926201186,0.25955489
Leh,0.978899543,34.1663838,77.4966975,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-1.109366983,-0.391894474,-0.792549051,-1.05353559,0.197928963,0.009009186,0.358415029,-0.663258617,-1.926201186,0.289090722
Kargil,0.604533724,34.5584489,76.099508,0.360321947,0.054206481,-0.495215578,1.659465509,-0.166393773,-0.339358608,-1.848862765,0.421724577,0.192017413,-1.614833107,0.034068178,-0.602345242,0.700379228,0.847285085,1.32334523,0.200779625
Doda,-0.144125658,33.1457497,75.5480491,3.043311596,-0.406093059,1.355615707,-0.207659596,-0.166393773,-0.339358608,-1.848862765,-0.699495692,-0.767746482,0.031442903,-0.195544442,1.1403692,0.503134966,0.092013234,-0.759180531,-0.346951778
Udhampur,-0.369838174,32.9140588,75.1429652,-0.340805136,-0.406093059,1.931943079,2.126246785,-0.166393773,-0.339358608,0.552174811,-0.62800567,-0.77048603,-0.112751099,-0.343295149,-0.021440428,0.1967602,0.659788435,-1.00609025,-0.378063204
Punch,-0.057842425,33.5371751,73.7383518,-0.340805136,-0.406093059,1.943126012,-0.207659596,-0.166393773,-0.339358608,-0.488627063,-0.30284574,-0.185541948,0.175229566,0.926073316,-0.602345242,0.714926247,-0.663258617,-0.814143851,-0.089430027
Rajauri,0.203422106,33.3786445,74.2880047,-0.340805136,0.350113328,2.149028213,-0.207659596,-0.166393773,-0.339358608,-0.513328478,-0.30677042,-0.234568345,0.045644943,0.141929125,2.302178827,0.822416606,0.036485188,-0.761037258,-0.340112264
Jammu,2.076776791,32.7266016,74.8570259,-0.340805136,-0.406093059,0.259841726,-0.207659596,-0.166393773,-0.339358608,-0.622644988,-0.669847398,-0.740063768,0.259068894,-0.363590383,1.1403692,0.602222291,0.482429669,-0.583292564,-0.33940555
Kathua,0.780404709,32.3864799,75.5172688,-0.340805136,-0.406093059,1.219926581,-0.207659596,-0.166393773,-0.339358608,-0.929040177,-0.818791021,-0.759030779,0.481314485,-0.455210801,-0.602345242,0.237263152,0.092013234,-0.766944292,-0.308400663
Chamba,-0.081828066,32.5533633,76.1258083,-0.340805136,-0.406093059,1.076867293,-0.207659596,-0.166393773,-0.339358608,-0.907731411,-0.776476189,-0.702860621,0.702090619,0.197928963,1.611957511,0.515125536,0.140262148,-0.610519088,-0.120555078
Kangra,0.274834445,32.0998031,76.2691006,-0.340805136,-0.023274793,0.664489265,4.460153167,-0.166393773,-0.339358608,-0.772509078,-0.730656116,-0.512683031,0.201808269,0.182261557,0.559464386,0.194797908,0.211882055,-0.690814202,-0.241174585
Lahul,0.279954911,32.6192107,77.3783789,-0.340805136,-0.406093059,-0.495215578,1.502559077,-0.166393773,-0.339358608,-1.163784109,-0.741273412,-0.383617065,0.238403277,-0.763959863,-0.602345242,0.670606715,-0.663258617,-1.092329811,-0.870323123
Kullu,0.075958159,31.957851,77.1094597,-0.340805136,-0.103610505,0.863924097,-0.207659596,-0.166393773,-0.339358608,-0.910493487,-0.332657467,-0.440738212,0.351627083,0.197928963,-0.602345242,1.01724846,-0.663258617,-0.396811942,0.913402641
Mandi,-0.120902479,31.7081655,76.9313675,-0.263893392,-0.330472421,0.441568395,-0.207659596,-0.166393773,-0.339358608,-0.810428201,-0.36541482,-0.451872872,0.388193644,-0.028868059,0.681279592,0.626857254,1.058173283,-0.475431839,0.249633738
Hamirpur,2.113291192,31.6861745,76.5213092,-0.340805136,1.106319715,1.055222935,-0.090964277,-0.166393773,-0.339358608,-0.825287835,0.010982613,-0.425454939,1.048319851,-0.097384954,-0.021440428,0.69978566,0.786863336,0.649992596,-0.097417302
Una,1.559495418,31.468445,76.2707745,-0.340805136,0.454808331,1.466225246,2.126246785,-0.166393773,-0.339358608,-0.655844813,-0.271116607,-0.414676714,0.524002838,-0.443330254,0.559464386,0.116551326,0.876453396,0.432154161,-0.071482423
Bilaspur,1.037529337,30.3029069,77.2918386,2.73566462,-0.406093059,1.006104473,-0.207659596,-0.166393773,-0.339358608,-0.846898444,0.325917224,-0.323794162,0.688593378,0.291407873,0.369645704,0.504584845,0.762471833,0.386150069,-0.214525543
Solan,3.053708921,30.9044857,77.0967357,-0.340805136,4.131145262,1.684946378,9.12796593,0.299369938,-0.339358608,-0.503018121,-0.097209336,-0.154589724,0.111942902,0.101624081,-0.021440428,0.986160366,-0.663258617,0.677131475,-0.383345301
Sirmaur,0.910374142,30.5628455,77.4701972,-0.340805136,-0.406093059,2.246875696,-0.207659596,-0.166393773,-0.339358608,-0.692419697,-0.397017657,-0.278153389,0.757030915,3.956647197,-0.602345242,0.749031034,-0.663258617,0.667890604,-0.107810041
Shimla,1.677136237,31.1048145,77.1734033,-0.340805136,-0.406093059,0.088385425,-0.207659596,-0.166393773,-0.339358608,-0.488797824,0.271427194,0.065010485,0.484376983,1.056153332,0.559464386,1.659837969,0.092013234,0.193654822,0.189978793
Kinnaur,1.230813052,31.6509576,78.4751945,-0.340805136,-0.406093059,2.656755458,4.460153167,-0.166393773,-0.339358608,-0.478705453,0.708827514,0.030574401,0.658598548,4.045484264,-0.602345242,2.435649508,-0.663258617,5.207392295,-0.518443532
Gurdaspur,1.06576371,32.0419424,75.4053367,-0.340805136,-0.406093059,-0.053377572,-0.207659596,-0.166393773,-0.339358608,-0.932566186,-0.977053699,-1.017775938,-0.183210314,-0.395292334,-0.602345242,-0.02879919,-0.663258617,-0.021559484,-0.210009619
Amritsar,0.800068918,31.6339793,74.8722642,-0.340805136,-0.406093059,0.036680274,0.25912168,-0.166393773,-0.339358608,-0.032626846,-0.536082359,-0.533985922,-0.034130319,0.197928963,-0.602345242,0.006580665,-0.663258617,0.177524934,0.473215332
Kapurthala,1.111992189,31.3714801,75.3936808,-0.340805136,-0.406093059,-0.145998849,-0.207659596,-0.166393773,-0.339358608,-0.950939088,-0.678235863,-0.859459872,-0.828930944,-1.084589471,-0.602345242,-0.423642,-0.099266701,-0.450921106,-0.462561424
Jalandhar,0.861694701,31.3260152,75.5761829,0.274488815,-0.103610505,-0.107591541,-0.207659596,-0.119817401,-0.339358608,-1.073962366,-0.694775335,-0.844011277,-0.723869488,0.060167551,0.559464386,-0.273964468,0.204725052,-0.610855265,-0.44812787
Hoshiarpur,1.354482198,31.5143178,75.911483,-0.340805136,-0.406093059,0.076434101,-0.207659596,-0.166393773,-0.339358608,-0.379362485,-0.734423734,-0.996255724,-0.273445864,0.197928963,0.269011979,-0.10125616,0.847285085,-0.252264071,-0.060136323
Nawanshahr,0.569689868,31.0912954,76.0391909,-0.340805136,-0.406093059,0.015770617,-0.207659596,-0.166393773,-0.339358608,-1.247708011,-0.74584862,-0.814600594,-0.876075156,-0.763959863,-0.602345242,-0.598089373,-0.663258617,-0.302796026,-0.002876562
Rupnagar,1.430052394,30.9659168,76.5230234,-0.340805136,-0.406093059,-0.122831732,-0.207659596,-0.166393773,-0.339358608,-0.596537463,-0.117104397,-0.617291152,-0.306680971,0.197928963,-0.602345242,-0.007524681,-0.663258617,0.403617123,0.179251516
Fatehgarh,0.832370717,30.6479174,76.3897733,-0.340805136,-0.406093059,0.847700654,-0.207659596,-0.166393773,-0.339358608,-0.633903366,0.730370267,-0.181547407,0.229679747,-0.443330254,-0.602345242,0.331387119,0.873981931,1.405165729,-0.517791181
Ludhiana,1.471360112,30.900965,75.8572758,-0.340805136,-0.406093059,-0.195688587,-0.207659596,0.299369938,-0.339358608,-0.350276327,-0.28039855,-0.601453791,-0.276814046,-0.443330254,0.559464386,-0.110903094,0.293765295,0.131187638,0.143221088
Moga,0.948086762,30.8164603,75.1717093,-0.340805136,-0.406093059,-0.007750757,-0.207659596,-0.166393773,-0.339358608,5.001923797,0.259305977,-0.442143829,-0.443928707,-1.084589471,-0.602345242,-0.197456338,0.847285085,1.204013114,-0.155403699
Firozpur,0.685823494,30.9331348,74.6224755,-0.340805136,-0.406093059,-0.193518325,-0.207659596,-0.166393773,-0.339358608,-1.123123722,0.105317074,-0.580573053,-0.236653664,-1.084589471,-0.602345242,-0.189686312,-0.663258617,2.460689413,-0.170186928
Muktsar,0.303359618,30.4766391,74.511172,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.774477816,-0.191664442,-0.350112128,0.178711285,-1.084589471,-0.602345242,-0.097499429,-0.663258617,0.40808946,0.297422815
Faridkot,2.352766816,30.678187,74.7395591,-0.340805136,-0.406093059,-0.066890836,-0.207659596,-0.166393773,-0.339358608,-0.478705453,0.160007109,-0.610550246,-0.740958213,-1.084589471,-0.602345242,-0.141541037,-0.663258617,0.491515875,-0.291613025
Bathinda,2.069768345,30.210994,74.9454745,-0.340805136,-0.286666426,-0.359890186,-0.207659596,-0.166393773,-0.339358608,-1.411268674,-0.413148735,-1.067952692,-0.284983674,0.197928963,-0.602345242,-0.870632588,-0.103186025,-0.292986584,-0.404654267
Mansa,1.297159672,29.9995069,75.3936808,-0.340805136,-0.252215007,-0.337760797,-0.207659596,-0.166393773,-0.339358608,0.206373204,0.192730476,-0.544141253,-0.599754429,-1.084589471,-0.602345242,-0.136794038,0.386020469,0.235215412,-0.141644696
Sangrur,1.47766062,30.2457963,75.8420716,-0.340805136,-0.406093059,-0.140675876,-0.207659596,-0.166393773,-0.339358608,-0.968159371,0.430740364,-0.674278458,0.117425352,0.197928963,-0.602345242,-0.173346334,-0.663258617,0.916200377,0.201581094
Patiala,1.848776666,30.3397809,76.3868797,-0.340805136,-0.406093059,0.146452222,-0.207659596,-0.166393773,-0.339358608,-0.76090435,-0.100369443,-0.629520548,-0.224664192,-0.114598708,-0.602345242,0.014406213,-0.107339275,1.344721375,-0.043954161
SJAS Nagar (Mohali),1.813733107,30.7046486,76.7178726,-0.340805136,-0.406093059,-0.23693116,-0.207659596,-0.166393773,-0.339358608,-1.00047327,-0.497633996,-0.70409318,-0.14311069,0.627978884,-0.602345242,-0.081667253,-0.663258617,0.307943721,0.449599291
Barnala,0.753659132,30.3667712,75.5093329,-0.340805136,-0.406093059,0.224954323,-0.207659596,-0.166393773,-0.339358608,-1.848862765,0.015869267,-0.4634272,-0.074679972,-0.443330254,-0.602345242,0.185519065,-0.663258617,-0.139803322,-0.161243244
Tarn Taran,0.913442831,31.3216675,74.5159768,-0.340805136,-0.406093059,-0.118506439,-0.207659596,-0.166393773,-0.339358608,-0.238428114,0.009897169,-0.108430002,-0.173455934,-1.084589471,-0.602345242,0.09707267,-0.663258617,0.312080953,0.532219189
Chandigarh,2.198358032,30.7399738,76.7567368,-0.340805136,-0.406093059,-0.158631865,-0.207659596,-0.166393773,-0.339358608,-0.338935945,-0.239696316,-0.400822272,0.032738542,0.045965883,-0.602345242,0.416073136,0.466380793,0.396018249,0.237543319
Uttarkashi,0.690853085,30.7268307,78.4354042,-0.340805136,-0.406093059,-0.265368607,-0.207659596,-0.166393773,1.512635747,-0.63849407,-1.144353,-0.026407385,-0.59701443,-0.157772487,1.721274013,0.433905639,-0.663258617,-0.834082893,0.245451664
Chamoli,-0.041700614,30.4041045,79.3317691,-0.340805136,-0.406093059,-0.211371836,-0.207659596,0.991808897,1.387912885,-0.638771061,-0.016872663,-0.47022956,-0.305503262,0.104212407,-0.602345242,0.99154047,-0.663258617,-0.632854186,-0.264963678
Rudraprayag,0.281824938,30.2844141,78.9811407,-0.340805136,-0.406093059,-0.495215578,-0.207659596,0.981273011,1.354945203,-0.606763693,-0.969576059,-0.31792982,-0.367669027,0.193419865,-0.602345242,0.969414967,-0.663258617,-0.477652687,-0.144741757
Tehri,-0.385362702,30.3011858,78.5660852,-0.340805136,-0.406093059,-0.28412461,-0.207659596,0.426186727,0.938268329,-0.237800933,-0.072116837,0.167960498,0.183162566,1.369949978,0.559464386,1.023028195,-0.663258617,-0.48075036,-0.084142821
Dehradun,0.809474466,30.3145745,77.9984405,-0.03315816,-0.406093059,0.030374047,-0.207659596,-0.049952845,0.108579659,-0.38975203,-0.889646541,-0.285622598,-0.420461472,0.200815319,1.37273118,0.012483689,0.11739683,-0.209360462,-0.260876697
Garhwal,0.400028738,29.8687682,78.8382644,-0.340805136,-0.406093059,-0.337617027,-0.207659596,0.885190596,1.342589744,-0.530892301,-0.802632795,-0.396936366,-0.455083439,-0.064905638,0.559464386,0.085142042,0.31692839,-0.542867011,-0.005787891
Pithoragarh,-0.003606763,29.5828604,80.2181884,-0.340805136,-0.406093059,-0.180018475,-0.207659596,-0.166393773,0.269979513,-0.833651919,0.064565915,0.075532134,-0.179791571,-0.305515141,-0.602345242,0.659441762,0.092013234,-0.357689166,-0.551291419
Bageshwar,0.142450179,29.8403606,79.769426,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,1.3183537,-0.722975009,-0.631482419,0.372230991,0.194511226,1.916134393,0.29437183,1.766213433,-0.663258617,-0.267074365,-0.49711444
Almora,0.385030841,29.5892407,79.646666,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,1.695993707,-0.773360784,-1.038757464,0.041042546,-0.169220291,0.15059883,-0.602345242,0.846102023,-0.663258617,-0.286398477,-0.492855894
Champawat,0.185028815,29.3360974,80.0910275,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.936060035,-0.206513353,-0.747734407,-0.015138969,0.435600954,0.563224532,-0.602345242,1.506567649,-0.663258617,-0.511396396,-0.435052039
Nainital,0.812343229,29.3803039,79.4635658,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.419078658,-0.687440573,0.334839974,-0.121596598,0.23574986,-0.602345242,0.722664895,-0.663258617,0.793530344,-0.371584676
Udham,0.503125369,28.9609653,79.5153773,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.509489808,0.498867519,0.392245758,0.031471014,-0.028847266,0.076013621,0.164809001,0.847285085,-0.336734481,-0.348167061
Hardwar,0.223231715,29.9456906,78.1642478,-0.340805136,-0.406093059,-0.098471247,-0.207659596,-0.166393773,-0.339358608,-0.332456955,-0.051047682,0.208134315,-0.001202305,-0.396281344,2.883083641,0.406412693,-0.285622692,0.097283947,-0.150318481
Nainital(Hills),-0.099204668,29.4093818,79.4353962,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,2.057077647,-0.161756642,-0.820797291,0.224724571,1.225690017,1.422219665,-0.602345242,1.53770253,-0.663258617,0.377526108,-0.339797047
Dehradun(Hills),-0.203572439,30.2838211,77.9079728,-0.186981648,-0.406093059,4.701631756,-0.207659596,-0.166393773,1.029683664,-0.304306416,-0.912702295,-0.280521346,0.127832158,-0.763959863,-0.602345242,1.831319015,-0.663258617,0.113220438,-0.409644564
Panchkula,0.697353518,30.6942091,76.860565,-0.340805136,-0.406093059,-0.256888773,-0.207659596,-0.166393773,-0.339358608,0.167593409,0.019530441,-0.075162553,-0.009379757,0.766917704,-0.602345242,0.210567244,2.357828786,0.487122208,0.289090722
Ambala,0.797853789,30.3781788,76.7766974,-0.340805136,-0.406093059,-0.073408006,-0.207659596,-0.166393773,-0.339358608,-0.574329742,0.056100529,-0.070615179,0.518541975,0.415008266,-0.602345242,-0.280765238,-0.285622692,0.436301522,0.203529824
Yamunanagar,0.190748389,30.1290485,77.2673901,-0.340805136,-0.406093059,-0.291176743,-0.160981468,-0.166393773,-0.339358608,-0.458434149,-0.024474347,-0.272706402,-0.041811133,-0.58294791,-0.602345242,-0.061961547,0.847285085,0.029870811,0.242303957
Kurukshetra,0.683481361,29.9695121,76.878282,-0.340805136,-0.103610505,0.378510703,-0.207659596,-0.166393773,-0.339358608,-0.844777535,-0.314094222,-0.417249689,-0.042758899,-0.434418875,-0.602345242,-0.126949547,1.006731364,0.097887234,0.403855037
Kaithal,0.538132578,29.7856734,76.3984537,-0.340805136,-0.206889074,-0.199022665,-0.207659596,-0.166393773,-0.339358608,-0.885431483,-0.351181174,-0.214903369,-0.239540261,-1.084589471,-0.602345242,-0.07207801,0.092013234,0.938263886,-0.294502594
Karnal,0.933470096,29.6856929,76.9904825,-0.340805136,0.026132532,-0.180018475,-0.207659596,-0.166393773,-0.339358608,-0.844824674,0.117991049,-0.446408539,-0.487286187,-1.084589471,-0.602345242,-0.432462004,-0.158101783,0.454495695,0.243668207
Panipat,1.17590558,29.3909464,76.9635023,-0.340805136,0.082674662,-0.022419923,-0.207659596,-0.166393773,-0.339358608,0.566530581,0.089564121,-0.300996793,-0.350214301,0.482750841,-0.602345242,0.172967931,0.719547856,0.691728605,0.278131025
Sonipat,1.295071767,28.9287735,77.091281,-0.340805136,0.492833505,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-1.848862765,-1.155697846,-1.202473788,-1.103646597,-1.084589471,-0.602345242,-0.876341556,-0.280998507,-0.633644613,-0.452861633
Jind,1.669855167,29.3211153,76.3058328,-0.340805136,0.015018973,-0.064426477,-0.207659596,-0.166393773,-0.339358608,-0.14287647,-0.751318218,-1.034043295,-0.756414773,1.480447397,-0.602345242,-0.697867948,-0.179465757,-0.419024683,-0.580469662
Fatehabad,0.528109747,29.5077159,75.4519516,-0.340805136,1.079784087,-0.022419923,-0.207659596,-0.166393773,-0.339358608,-0.097735311,0.636648205,-0.572601914,0.037753303,0.197928963,-0.602345242,0.826736445,-0.663258617,1.662320531,-0.2906162
Sirsa,0.478286391,29.5335931,75.0177029,-0.340805136,0.475456123,-0.180018475,-0.207659596,-0.166393773,-0.339358608,-1.20929118,-0.017429755,-0.933255513,-0.76501225,-1.084589471,-0.602345242,-1.204195558,-0.663258617,0.539972063,-0.288356375
Hisar,0.633095024,29.1491875,75.7216527,-0.340805136,0.098892894,-0.495215578,-0.207659596,-0.166393773,-0.339358608,0.377141274,0.144952234,-1.029803491,-0.414454898,-0.14869739,-0.602345242,-0.196856396,0.847285085,1.088715612,-0.028955454
Bhiwani,1.309524858,28.7990445,76.1335112,-0.340805136,0.261448041,-0.495215578,6.794059548,-0.166393773,-0.339358608,-0.814722416,-0.19082506,-0.609259919,-0.368098897,-0.475735283,-0.602345242,-0.094742625,0.525612493,1.908747269,-0.125153769
Rohtak,1.873379813,28.8955152,76.606611,-0.340805136,-0.087665313,-0.364510347,-0.207659596,-0.166393773,-0.339358608,-1.161954852,-0.125620516,-0.572603257,-0.485816089,-0.763959863,-0.602345242,-0.325309524,0.674958987,0.748744098,-0.258377085
Jhajjar,1.380936975,28.6079115,76.6571775,-0.03315816,-0.074234524,0.05214119,-0.207659596,-0.166393773,-0.339358608,-1.055812006,0.118475266,-0.625448925,-0.621360494,0.12257256,-0.021440428,-0.477249825,-0.663258617,0.616234817,0.64389959
Mahendragarh,0.991718659,28.2710192,76.1493891,-0.340805136,1.948507763,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.739219324,0.407174846,-0.635828338,-0.363541779,0.197928963,-0.602345242,1.074977203,0.092013234,1.28271175,0.205432856
Rewari,1.874341756,28.1927631,76.6239423,-0.340805136,0.102949441,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.900857325,-0.179735056,-0.551654208,-0.525099666,-1.084589471,-0.602345242,1.464308202,0.772827248,1.475090526,0.289090722
Gurgaon,3.469909089,28.4594965,77.0266383,-0.340805136,0.440316891,-0.258817751,-0.207659596,-0.166393773,-0.339358608,-0.75757581,-0.126574902,-0.837930412,-0.345813817,-0.443330254,-0.602345242,-0.507030098,0.092013234,0.731714637,0.203217673
Faridabad,1.993471593,28.4089123,77.3177894,-0.340805136,-0.103610505,-0.495215578,0.25912168,-0.166393773,-0.339358608,-0.871414856,-0.253435931,-0.57211979,-0.689635,-0.306341965,-0.311892835,-0.379009925,-0.663258617,0.785692547,-0.024694018
Mewat,0.194797418,28.0106916,77.0564464,-0.340805136,0.237035771,-0.39126858,-0.207659596,-0.166393773,-0.339358608,-0.995917118,0.450471104,-0.579440065,-0.616774154,-0.443330254,-0.021440428,-0.34628424,-0.285622692,2.032520642,0.667729109
North West Delhi,2.635329974,28.7705774,77.0794705,-0.340805136,-0.406093059,-0.064322399,0.005407245,-0.166393773,-0.339358608,-0.447425723,-0.387501131,-0.344732349,-0.467580178,-0.354016694,-0.602345242,-0.091107216,0.205628622,-0.0939083,-0.308132888
North Delhi,3.285813043,28.7483894,77.2060241,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,0.625983881,0.244050217,-0.660200824,-0.610152896,-1.084589471,-0.602345242,-0.469607444,-0.663258617,-0.608783096,-0.2906162
North East Delhi,1.470289118,28.6965644,77.2635038,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.510413055,-0.571054969,-0.618081322,-0.801053064,-1.084589471,-0.021440428,-0.342030218,0.291600342,-0.407408745,-0.372106698
East Delhi,0.885026708,28.6195591,77.2979782,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.946694529,-0.825349005,-0.566259455,-0.459029597,-0.82808578,-0.602345242,-0.401123067,-0.663258617,0.083973147,1.243902124
New Delhi,4.23788802,28.5275198,77.0688974,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.707065005,-1.067296258,-0.277553945,0.191333565,-1.084589471,-0.602345242,-0.270219258,-0.663258617,-0.892200663,-0.580469662
West Delhi,0.956075991,28.6542826,76.9973191,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,0.335084984,0.498669776,-0.350077876,-0.937520605,-1.084589471,-0.602345242,-0.420307146,-0.663258617,0.061640558,-0.870323123
South West Delhi,3.257505748,28.5827577,77.0334179,-0.340805136,-0.117917071,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.478928111,-0.982801394,-0.858826898,-0.520056989,-0.443330254,-0.602345242,-0.568791292,-0.663258617,-0.496962324,-0.456340819
South Delhi,2.677854085,28.5086497,77.2175223,-0.340805136,-0.406093059,-0.180018475,0.025731042,-0.166393773,-0.339358608,-0.143437086,-0.182169602,-0.62748514,-0.042866572,-0.443330254,-0.021440428,-0.027150128,-0.436677053,-0.379477578,-0.558375524
Ganganagar,0.475308577,29.9038399,73.8771901,-0.340805136,1.343178026,-0.030795402,-0.207659596,-0.166393773,-0.339358608,-0.88125446,1.044194445,-0.665008957,-0.705527513,0.174801377,-0.602345242,0.130056322,-0.663258617,0.771363044,-0.870323123
Hanumangarh,0.663181471,29.614436,74.2858121,-0.340805136,0.230170354,1.08076994,-0.207659596,-0.166393773,-0.339358608,-1.004547415,0.448356091,-0.441405283,-0.277120855,-1.084589471,-0.602345242,-1.204195558,-0.663258617,0.617543506,-0.870323123
Bikaner,0.389533801,28.0229348,73.3119159,-0.340805136,0.834335514,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.711719316,0.068412476,-0.423365669,0.177143966,-0.051349247,-0.602345242,-1.204195558,-0.663258617,0.634744436,-0.2906162
Churu,0.30911532,28.2920484,74.9617924,-0.340805136,3.786161511,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-0.845728306,0.878351451,-0.603314362,-0.867062773,-1.084589471,-0.602345242,0.892503458,-0.663258617,0.802838329,0.10148483
Jhunjhunun,1.293001594,28.1288747,75.3995089,-0.340805136,1.54446507,-0.495215578,0.025731042,-0.166393773,-0.339358608,-0.315328761,0.683686676,-0.752729364,-0.159373805,-1.084589471,-0.602345242,0.06755845,-0.663258617,1.046843842,0.390261898
Alwar,0.47276652,27.5529907,76.6345735,-0.03315816,3.8660302,-0.495215578,3.022763423,-0.166393773,-0.339358608,-0.95211238,0.086402524,-0.643652261,-0.499556959,-0.443330254,-0.602345242,0.130056322,0.092013234,2.278686665,0.136360212
Bharatpur,-0.564756307,27.216981,77.489515,-0.340805136,2.045232795,12.11266857,-0.207659596,-0.166393773,-0.339358608,-0.941040734,-0.388339055,-0.85768519,-0.509467854,0.197928963,-0.602345242,0.047758894,0.125997607,1.314081461,-0.446766164
Dhaulpur,-0.478581902,26.7025181,77.893391,-0.340805136,3.646867454,-0.495215578,0.25912168,-0.166393773,-0.339358608,-0.897433635,-0.475517986,-0.899446749,-0.464661262,0.587371877,-0.602345242,-0.244155691,-0.663258617,1.934283917,2.684991208
Karauli,-0.291816574,26.488323,77.0161436,-0.340805136,0.480823803,-0.416416302,-0.207659596,-0.166393773,-0.339358608,-0.804934849,-0.465758853,-0.831694945,-0.769536589,2.141969745,-0.602345242,-0.537069618,0.847285085,1.392994774,-0.374579717
Sawai,-0.352988426,26.0377772,76.3521514,-0.03315816,1.74038228,0.293521255,-0.207659596,-0.166393773,-0.339358608,-0.43919324,-0.360321384,-0.923904219,-0.557558542,-1.084589471,-0.602345242,-1.204195558,0.549753749,1.554058507,-0.365252595
Dausa,0.509807331,26.8931931,76.3375284,-0.340805136,2.520635127,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-1.172004724,-0.473817679,-1.171733133,-0.832073903,-0.763959863,-0.602345242,0.13894792,-0.663258617,1.177065235,-0.430562821
Jaipur,0.957419609,26.9124336,75.7872709,-0.132044674,2.226943841,-0.240314269,8.021628409,-0.166393773,-0.339358608,-1.106030218,-0.261984482,-0.890285168,-0.803113148,-0.671139462,-0.602345242,-0.003243567,-0.012739598,0.710004245,-0.316738131
Sikar,0.686422825,27.6094,75.139911,0.542107374,1.758047641,-0.022419923,-0.207659596,-0.166393773,-0.339358608,0.158724596,0.492921557,-0.776217565,-0.270909939,-1.084589471,1.721274013,0.487052745,1.837395151,3.539177612,-0.084236123
Nagaur,0.181778598,27.1991222,73.740924,1.197429742,4.365544447,0.634864014,-0.207659596,-0.166393773,-0.339358608,-1.373448875,0.914896042,-0.915655099,-0.084581877,1.480447397,-0.602345242,0.109897436,-0.663258617,0.023692801,-0.326301961
Jodhpur,0.574792158,26.2389469,73.0243094,1.271807275,6.781619455,-0.495215578,-0.207659596,0.299369938,-0.117119277,-1.121126187,1.310956896,-0.223317317,-0.703404596,-1.084589471,-0.602345242,0.414065705,0.847285085,1.583015895,-0.270644801
