District,Median Income,Latitude,Longitude,jowar,bajra,maize,barley,small millets,ragi,"arha, tur",moong,masur,urd,peas,khesari,other pulses,gram products,besan,other pulse products
Dharmapuri,0.526312198,12.1065271,78.1361409,0.279242322,0.277698979,-0.180018475,-0.207659596,-0.166393773,0.853984874,0.558862011,-0.848366339,-1.748309403,0.162114391,-0.759102706,-0.602345242,-0.432555883,0.061393557,-0.963200284,-0.314423659
Tiruvannamalai,-0.390138065,12.2252841,79.0746957,1.197429742,0.584177132,-0.495215578,-0.207659596,-0.166393773,0.439734912,0.393182862,-1.144944323,-1.328093558,0.817544156,-0.606276941,0.559464386,-0.537069618,-0.117720364,-0.169374134,-0.076953755
Viluppuram,-0.989762691,11.9368897,79.4872619,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.013696857,-0.111974346,-1.66029834,1.25652124,0.798026583,-0.892211698,-0.602345242,-0.904591189,0.074603596,-1.249600744,-0.608783342
Salem,-0.017896501,11.664325,78.1460142,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.995931838,0.595382262,-0.605289208,-0.395790447,0.536319748,-0.307781678,-0.602345242,-0.530160984,0.068287382,-0.15337165,-0.379997919
Namakkal,0.381526396,11.2194391,78.1677236,1.197429742,0.474182658,-0.495215578,-0.207659596,-0.166393773,0.125959686,0.251615647,-0.769201556,-1.024720692,0.579974094,-0.495106182,-0.602345242,-0.801253136,0.320322416,1.312423429,-0.509181636
Erode,0.637452806,11.3410364,77.7171642,-0.110069904,-0.254851782,-0.167410606,-0.207659596,-0.166393773,0.473756216,0.10747036,-1.370143132,-1.456784041,0.251558442,-0.459589821,-0.021440428,-0.77883719,-0.25122439,-0.330854705,-0.492175112
The Nilgiris,0.160716246,11.4916043,76.7336521,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.155579891,-0.223615967,-0.742452465,-0.067446023,0.242530424,-0.232361967,-0.602345242,-0.297426917,-0.019865766,0.748289156,-0.682252767
Coimbatore,1.524833091,11.0168445,76.9558321,-0.325422787,0.320564645,-0.495215578,-0.207659596,-0.166393773,0.12725709,-0.058650011,-0.612294876,-0.576759575,0.564413244,-0.508602284,-0.311892835,-0.535179469,-0.236135161,-0.412916764,-0.575748437
Dindigul,0.447183033,10.3673123,77.9802906,-0.340805136,-0.145159003,-0.022419923,-0.207659596,-0.166393773,0.121560777,0.103210738,-0.798579403,-0.067446023,0.455766163,-0.681565835,-0.295038423,-0.697881338,0.076726254,-0.613615544,-0.714913414
Karur,0.380291828,10.9600778,78.0766036,-0.03315816,-0.406093059,-0.022419923,-0.207659596,-0.166393773,0.455307457,0.402673694,-0.78012066,-1.328093558,0.783921568,-0.651871577,-0.602345242,-0.551760376,0.342385581,-0.935157053,-0.47817622
Tiruchirappalli,0.447546089,10.7904833,78.7046725,-0.340805136,-0.406093059,-0.087170702,-0.207659596,0.370326381,0.214708833,0.661905463,-1.164591616,-1.748309403,0.99009503,-0.396569999,-0.602345242,-0.838159845,0.218771773,0.23039143,-0.468921037
Perambalur,1.707241081,11.2409839,78.8665733,-0.03315816,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.365571254,0.724465074,-1.152194867,-1.748309403,1.167396731,-1.084589471,-0.602345242,-0.634776601,0.739479283,0.343821436,-0.596182302
Ariyalur,0.036647915,11.1400585,79.0786281,-0.302349264,-0.36828274,-0.292291263,-0.207659596,-0.166393773,-0.165060881,0.334287539,-1.235176769,-1.748309403,0.793738646,-0.443330254,-0.602345242,-0.802379015,0.218852547,-1.926201186,-0.367001071
Cuddalore,-0.673971919,11.744699,79.7680243,-0.340805136,-0.179231143,-0.495215578,-0.207659596,-0.166393773,0.946496584,-0.047298169,-1.565397726,-1.176650731,0.702535664,0.114260471,-0.602345242,-0.742515051,-0.152915874,-1.27248129,-0.594436882
Nagapattinam,0.184320656,10.7656082,79.8423888,-0.263893392,-0.304690394,-0.447664291,-0.207659596,-0.166393773,0.152671367,0.081958854,-1.207231965,3.294280737,1.250642252,-0.854620224,-0.602345242,-0.780744956,-0.239706662,-0.649813913,-0.870323123
Thiruvarur,0.389678979,10.7713187,79.6369974,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.013746015,-0.122502865,-1.408147715,-0.907877713,0.638548813,-0.579815892,-0.602345242,-0.847504816,-0.277840649,-1.099378288,-0.180752196
Thanjavur,0.672496143,10.7869994,79.1378274,-0.340805136,-0.406093059,-0.180018475,-0.207659596,-0.166393773,0.172096049,-0.022154939,-1.292008561,-0.907877713,0.669437856,-0.64698066,-0.602345242,-0.704736124,-0.1810295,-0.804515396,-0.580469662
Pudukkottai,0.204511496,10.379663,78.8208454,-0.340805136,-0.406093059,-0.392776519,-0.207659596,-0.166393773,0.363614429,0.59274284,-0.800674172,-1.217339384,1.152049324,-0.218805597,-0.021440428,-0.462009184,0.183322871,0.878988145,0.711888191
Sivaganga,-0.15463877,9.8432999,78.4808775,-0.263893392,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.094681451,-0.565279643,-1.589288685,-0.907877713,0.4390662,1.190430665,-0.602345242,-0.450851551,-0.283153573,-0.200870089,-0.580469662
Madurai,0.594492718,9.9252007,78.1197754,-0.340805136,-0.406093059,-0.495215578,0.025731042,-0.049952845,0.361398534,0.157275018,-0.783947198,-0.067446023,0.571266258,-0.69113893,-0.192599882,-0.69024633,0.116880976,-0.258458435,-0.52410209
Theni,0.180289802,10.0103658,77.4768115,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.189723064,-0.017647662,-0.913668319,-1.748309403,0.357476569,-0.346960312,-0.369983313,-0.725619757,0.107352156,-1.926201186,-0.520942018
Virudhunagar,0.36761789,9.5680116,77.9624435,-0.186981648,-0.406093059,-0.180018475,-0.207659596,0.532251793,-0.048290711,-0.340251873,-0.901429713,-0.067446023,0.267027819,-0.761075865,-0.073728935,-0.640424016,-0.128568445,1.409284316,-0.484160655
Ramanathapuram,-0.15558276,10.9974549,76.9915961,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.084732381,-0.311795578,-1.097398091,-1.748309403,0.258002646,-0.666429662,-0.031455993,-0.500051994,-0.105262983,-1.259104076,-0.184651759
Thoothukkudi,-0.215447344,8.7641661,78.1348361,-0.340805136,-0.406093059,-0.337617027,-0.207659596,-0.166393773,0.237587779,-0.182533252,-0.873253065,-0.907877713,0.492709931,-0.476366976,-0.369983313,-0.145034744,-0.069004821,-0.610224139,-0.2906162
Tirunelveli,0.177202938,8.7139126,77.7566523,-0.340805136,-0.406093059,-0.495215578,-0.090964277,-0.049952845,0.054521361,0.13419629,-0.78973395,-0.067446023,0.882949395,-0.46096817,-0.369983313,-0.416835154,-0.019297503,-0.389966523,0.371892786
Kanniyakumari,1.916630036,8.0883064,77.5384507,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.080393293,-0.53169595,-0.860788598,-1.748309403,0.586767458,-0.642841288,-0.602345242,-0.745680901,-0.122356542,-0.799539634,-0.160799813
Krishnagiri,0.807168461,12.5186113,78.2137365,-0.19129351,-0.245631684,-0.495215578,-0.207659596,-0.166393773,1.468580597,0.656778998,-0.625383554,-1.748309403,0.313484578,-0.450265672,-0.602345242,-0.39767675,0.311521035,-0.443633985,0.033668123
Yanam,0.686713403,16.7271912,82.2175775,-0.340805136,-0.406093059,-0.400656444,0.025731042,-0.166393773,0.150902841,-0.497870523,-0.794539964,-1.748309403,0.984122734,-0.78961023,-0.602345242,-1.204195558,-0.189362554,-0.69978685,-0.870323123
Pondicherry,2.096858803,11.9138598,79.8144722,-0.340805136,-0.254851782,-0.495215578,-0.207659596,0.299369938,0.288564446,0.359632675,-1.029026117,-0.815686386,1.289728758,-0.169387835,-0.486164277,0.123160148,0.229469813,-0.903010625,-0.245992096
Mahe,0.851853398,11.7027158,75.5364042,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,-1.110267139,0.179911795,-1.748309403,-0.357066496,-0.699833926,-0.602345242,-0.478942623,1.641962339,-1.926201186,-0.58405598
Karaikal,2.166128934,10.9254398,79.8380056,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.300767471,0.17825437,-0.802452637,-1.748309403,1.437336849,-0.763959863,-0.602345242,-0.937345178,-0.066485412,-1.152484138,-0.425739228
South Andamans,3.690937561,11.8311681,92.6586401,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,0.494846014,0.239906586,0.66062506,0.054370073,-0.185147229,-0.021440428,-0.69520397,-0.663258617,0.089874704,-0.386785931
Nicobars,2.365694982,7.1205395,93.7841503,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,1.126794683,2.447155412,1.175730462,0.09136468,-0.000910189,-0.602345242,-1.204195558,-0.663258617,-0.258458435,-0.870323123
North and Middle Andamans,1.037837868,12.6518832,92.8976254,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.339358608,0.973610219,1.105334639,0.937994474,0.041009402,-0.071484402,-0.602345242,-1.204195558,-0.663258617,-0.023235503,-0.391364739
